년도,월,나이,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2021,11,총,"112,408","2,557","12,190","5,869","6,077","4,159","11,068","7,504","5,666","7,060","9,213","10,605","5,963","5,614","7,186","1,256","10,421"
2021,11,0,"7,430",55,"1,164",432,423,125,870,708,182,375,468,539,464,304,368,23,930
2021,11,10,"10,147",56,"1,742",471,482,193,913,756,379,542,899,755,446,404,640,61,"1,408"
2021,11,20,"16,006",188,"1,394",638,783,418,"1,787",901,"1,545","1,063","1,485","2,034",684,"1,065",810,108,"1,103"
2021,11,30,"13,761",223,"1,334",807,785,414,"1,600",994,643,774,"1,090","1,757",747,696,742,98,"1,057"
2021,11,40,"17,529",303,"2,363",931,823,562,"1,670","1,208",709,"1,093","1,343","1,653",925,821,"1,106",135,"1,884"
2021,11,50,"18,836",591,"1,818",906,"1,059",761,"1,793","1,202",850,"1,228","1,685","1,732","1,043",951,"1,328",263,"1,626"
2021,11,60,"16,590",641,"1,397",897,968,927,"1,512","1,001",775,"1,147","1,335","1,316",933,830,"1,203",323,"1,385"
2021,11,70,"8,608",366,710,548,517,517,686,510,415,595,658,610,527,381,689,156,723
2021,11,80,"3,205",125,244,223,211,219,215,201,159,222,237,195,174,158,273,75,274
2021,11,90,286,9,24,16,25,22,20,23,9,20,13,14,19,4,26,14,28
2021,11,100,10,0,0,0,1,1,2,0,0,1,0,0,1,0,1,0,3
2021,12,총,"111,953","2,546","12,149","5,855","6,074","4,151","11,053","7,469","5,626","7,038","9,152","10,522","5,941","5,598","7,170","1,252","10,357"
2021,12,0,"7,348",56,"1,144",423,423,126,872,703,175,370,463,517,458,295,369,28,926
2021,12,10,"10,087",57,"1,747",463,483,187,915,750,360,546,892,751,447,402,633,60,"1,394"
2021,12,20,"15,862",188,"1,387",638,770,419,"1,763",889,"1,523","1,054","1,457","2,015",680,"1,073",807,106,"1,093"
2021,12,30,"13,646",222,"1,315",802,789,411,"1,604",980,650,769,"1,077","1,736",741,689,733,96,"1,032"
2021,12,40,"17,511",307,"2,369",931,826,560,"1,665","1,215",709,"1,097","1,341","1,636",914,825,"1,098",135,"1,883"
2021,12,50,"18,762",586,"1,812",914,"1,050",760,"1,793","1,200",845,"1,218","1,676","1,722","1,038",943,"1,327",263,"1,615"
2021,12,60,"16,588",638,"1,396",895,973,922,"1,505","1,006",774,"1,147","1,332","1,318",948,832,"1,207",316,"1,379"
2021,12,70,"8,640",364,706,548,521,524,696,502,419,596,663,616,522,379,698,158,728
2021,12,80,"3,215",120,247,225,214,219,220,200,162,222,236,198,174,156,270,76,276
2021,12,90,288,8,26,16,25,22,19,24,9,18,15,13,18,4,27,14,30
2021,12,100,6,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
