년도,월,나이,화성시,봉담읍,우정읍,향남읍,남양읍,매송면,비봉면,마도면,송산면,서신면,팔탄면,장안면,양감면,정남면,새솔동,진안동,병점1동,병점2동,반월동,기배동,화산동,동탄1동,동탄2동,동탄3동,동탄4동,동탄5동,동탄6동,동탄7동,동탄8동
2021,1,총,"412,415","40,269","7,933","40,088","19,018","3,385","2,553","2,792","5,043","3,195","3,947","4,397","1,540","4,815","10,763","20,250","13,946","12,537","16,061","6,676","10,946","24,986","18,198","20,463","26,764","20,831","15,036","42,081","13,902"
2021,1,0,"50,823","4,192",427,"5,140","1,973",145,101,109,217,83,142,171,42,195,"2,029","2,166","1,241","1,219","2,140",631,859,"3,161","2,092","2,816","4,498","3,042","2,214","7,245","2,533"
2021,1,10,"47,483","4,912",712,"4,922","1,734",222,155,184,358,138,223,277,71,358,"1,059","1,911","1,537","2,000","1,940",872,"1,036","3,372","3,281","2,566","4,421","2,067","1,415","4,526","1,214"
2021,1,20,"48,167","4,785",700,"4,621","2,328",354,235,256,424,194,337,398,129,509,"1,156","3,008","2,218","1,448","1,930",783,"1,344","3,658","1,869","2,816","2,095","2,577","2,229","4,296","1,470"
2021,1,30,"72,348","5,641",631,"6,948","2,999",284,193,248,344,216,322,323,116,385,"2,434","3,861","2,142","1,590","2,936",756,"1,332","4,828","2,333","3,991","5,225","5,035","3,566","9,880","3,789"
2021,1,40,"76,896","7,607","1,129","7,667","2,932",406,255,317,600,313,473,461,131,592,"1,969","3,443","2,522","2,801","2,927","1,304","1,765","5,168","4,512","4,142","6,423","3,845","2,715","8,131","2,346"
2021,1,50,"53,698","5,923","1,506","4,895","3,026",676,509,556,914,678,814,830,305,953,"1,357","2,796","2,027","1,573","2,337","1,071","1,992","2,873","2,202","1,987","2,440","2,032","1,589","4,501","1,336"
2021,1,60,"34,728","4,028","1,348","3,189","2,229",615,477,527,976,763,818,907,348,865,528,"1,748","1,236",971,"1,208",710,"1,467","1,168","1,060","1,164","1,025","1,358",815,"2,348",832
2021,1,70,"17,190","2,010",846,"1,632","1,055",413,332,342,660,426,426,585,201,526,127,856,684,608,373,364,709,489,592,691,412,564,304,731,232
2021,1,80,"9,330",980,542,932,601,233,237,211,435,313,329,398,173,358,89,397,283,281,226,154,379,232,222,245,184,263,155,357,121
2021,1,90,"1,669",178,88,138,137,36,58,38,104,65,57,45,23,68,14,63,55,45,43,29,58,36,33,44,41,46,34,64,29
2021,1,100,83,13,4,4,4,1,1,4,11,6,6,2,1,6,1,1,1,1,1,2,5,1,2,1,0,2,0,2,0
2021,2,총,"413,161","40,272","7,936","40,292","19,065","3,359","2,558","2,801","5,058","3,202","3,941","4,395","1,544","4,809","10,800","20,248","13,964","12,536","16,024","6,674","10,958","24,959","18,132","20,464","26,694","21,248","15,131","42,105","13,992"
2021,2,0,"50,572","4,164",423,"5,129","1,976",140,97,110,217,86,141,166,40,189,"2,033","2,151","1,233","1,201","2,116",628,859,"3,132","2,074","2,791","4,463","3,081","2,210","7,179","2,543"
2021,2,10,"47,565","4,921",704,"4,947","1,735",221,156,183,358,139,225,276,74,350,"1,069","1,907","1,537","1,987","1,942",869,"1,042","3,349","3,272","2,573","4,428","2,076","1,445","4,541","1,239"
2021,2,20,"48,339","4,785",692,"4,672","2,341",344,239,256,417,194,324,404,132,514,"1,145","3,008","2,227","1,462","1,925",789,"1,336","3,691","1,849","2,825","2,093","2,655","2,248","4,309","1,463"
2021,2,30,"72,017","5,593",634,"6,929","3,008",272,188,248,355,214,320,318,115,387,"2,424","3,854","2,130","1,565","2,912",741,"1,324","4,799","2,287","3,963","5,153","5,164","3,526","9,822","3,772"
2021,2,40,"77,268","7,625","1,117","7,728","2,924",407,264,317,601,311,480,458,130,587,"1,991","3,427","2,525","2,804","2,938","1,304","1,776","5,154","4,505","4,162","6,431","3,923","2,775","8,203","2,401"
2021,2,50,"53,882","5,933","1,512","4,919","3,023",671,504,554,910,670,803,823,308,948,"1,361","2,801","2,037","1,580","2,331","1,075","1,992","2,905","2,223","1,998","2,455","2,072","1,598","4,525","1,351"
2021,2,60,"35,119","4,064","1,366","3,252","2,245",621,481,529,985,775,831,920,348,878,544,"1,770","1,253",987,"1,217",717,"1,472","1,165","1,067","1,172","1,028","1,391",832,"2,373",836
2021,2,70,"17,199","2,008",849,"1,631","1,067",408,330,344,658,423,424,578,196,517,131,863,685,615,376,364,710,488,597,687,413,564,311,728,234
2021,2,80,"9,416",983,549,940,601,238,239,217,439,318,326,405,177,364,87,400,282,288,226,156,380,237,223,250,188,269,152,360,122
2021,2,90,"1,699",182,86,141,141,36,59,39,107,66,60,45,23,69,14,66,54,46,40,29,62,38,33,41,42,51,34,64,31
2021,2,100,85,14,4,4,4,1,1,4,11,6,7,2,1,6,1,1,1,1,1,2,5,1,2,2,0,2,0,1,0
2021,3,총,"413,773","40,293","7,913","40,408","19,094","3,326","2,531","2,799","5,018","3,187","3,926","4,353","1,539","4,815","10,845","20,211","14,074","12,505","16,024","6,656","10,968","24,911","18,082","20,416","26,659","21,423","15,575","42,208","14,014"
2021,3,0,"50,402","4,130",424,"5,120","1,969",132,96,112,221,86,148,164,41,195,"2,039","2,134","1,240","1,190","2,103",619,852,"3,101","2,046","2,758","4,413","3,061","2,325","7,157","2,526"
2021,3,10,"47,705","4,939",700,"4,970","1,733",216,150,180,356,135,223,266,71,345,"1,079","1,924","1,548","1,989","1,930",872,"1,047","3,349","3,277","2,562","4,444","2,083","1,494","4,569","1,254"
2021,3,20,"48,510","4,788",692,"4,702","2,344",349,242,260,412,195,321,401,128,514,"1,134","2,980","2,254","1,443","1,945",783,"1,335","3,722","1,837","2,856","2,109","2,697","2,283","4,327","1,457"
2021,3,30,"71,820","5,571",636,"6,908","2,995",265,189,250,350,210,327,315,118,394,"2,420","3,824","2,154","1,538","2,880",730,"1,320","4,753","2,254","3,937","5,091","5,203","3,623","9,796","3,769"
2021,3,40,"77,482","7,633","1,104","7,765","2,957",396,255,312,588,306,480,452,135,582,"2,003","3,429","2,529","2,809","2,939","1,296","1,777","5,127","4,511","4,130","6,462","3,969","2,858","8,265","2,413"
2021,3,50,"53,929","5,926","1,507","4,917","3,002",656,490,548,894,672,787,798,303,936,"1,374","2,810","2,052","1,599","2,334","1,077","1,977","2,917","2,219","2,015","2,485","2,105","1,631","4,544","1,354"
2021,3,60,"35,517","4,105","1,367","3,310","2,272",629,482,535,993,773,830,931,349,891,562,"1,781","1,270",989,"1,245",721,"1,500","1,184","1,081","1,186","1,015","1,410",856,"2,402",848
2021,3,70,"17,180","2,005",850,"1,628","1,069",407,326,341,653,425,421,572,196,518,132,857,687,615,380,369,709,491,597,676,411,571,316,720,238
2021,3,80,"9,471",998,546,944,608,239,236,218,440,317,323,409,175,364,87,406,284,288,227,160,386,230,226,255,187,273,155,363,127
2021,3,90,"1,692",186,84,142,140,37,64,39,104,66,62,45,22,70,14,65,55,44,40,28,60,36,32,40,42,49,34,64,28
2021,3,100,65,12,3,2,5,0,1,4,7,2,4,0,1,6,1,1,1,1,1,1,5,1,2,1,0,2,0,1,0
2021,4,총,"415,503","40,363","7,908","40,477","19,159","3,332","2,523","2,787","5,017","3,175","3,923","4,363","1,533","4,803","10,872","20,121","15,990","12,393","15,923","6,617","10,872","24,847","18,049","20,389","26,573","21,495","15,714","42,246","14,039"
2021,4,0,"50,427","4,107",411,"5,085","1,971",130,99,110,223,83,145,164,39,192,"2,037","2,113","1,607","1,153","2,078",612,852,"3,073","2,023","2,739","4,378","3,051","2,323","7,101","2,528"
2021,4,10,"47,915","4,944",701,"4,987","1,738",216,145,178,355,134,224,269,74,339,"1,095","1,900","1,699","1,969","1,925",861,"1,035","3,350","3,283","2,557","4,452","2,084","1,533","4,608","1,260"
2021,4,20,"48,757","4,801",698,"4,717","2,346",347,242,259,411,195,323,408,124,508,"1,133","2,981","2,485","1,463","1,930",779,"1,319","3,715","1,830","2,864","2,102","2,711","2,281","4,346","1,439"
2021,4,30,"72,035","5,569",628,"6,893","3,002",268,189,249,352,208,324,322,113,389,"2,411","3,778","2,700","1,485","2,847",721,"1,303","4,701","2,240","3,922","5,023","5,235","3,645","9,756","3,762"
2021,4,40,"77,834","7,641","1,118","7,788","2,960",393,252,304,593,306,481,446,136,583,"2,009","3,418","2,829","2,767","2,937","1,287","1,750","5,131","4,488","4,117","6,479","3,980","2,900","8,306","2,435"
2021,4,50,"54,139","5,935","1,500","4,942","2,998",662,481,544,888,661,780,790,302,934,"1,380","2,809","2,244","1,610","2,306","1,076","1,957","2,926","2,241","2,017","2,481","2,115","1,648","4,562","1,350"
2021,4,60,"35,926","4,158","1,364","3,340","2,315",632,488,540,995,779,837,936,349,898,574,"1,789","1,370",996,"1,256",721,"1,501","1,189","1,089","1,198","1,017","1,426",871,"2,428",870
2021,4,70,"17,191","2,009",847,"1,631","1,074",406,325,342,646,418,419,572,199,519,132,859,714,610,376,370,706,495,591,669,413,570,321,717,241
2021,4,80,"9,529","1,006",553,952,610,241,236,217,445,325,324,410,174,363,87,407,287,293,227,159,387,231,231,265,188,272,156,357,126
2021,4,90,"1,687",181,85,140,140,37,65,40,102,64,62,46,22,73,14,66,55,46,40,30,57,35,31,40,40,49,35,64,28
2021,4,100,63,12,3,2,5,0,1,4,7,2,4,0,1,5,0,1,0,1,1,1,5,1,2,1,0,2,1,1,0
2021,5,총,"416,964","40,428","7,910","40,580","19,215","3,321","2,523","2,787","5,017","3,179","3,929","4,373","1,544","4,847","10,951","20,050","16,788","12,364","15,927","6,615","10,850","24,858","18,045","20,388","26,587","21,604","15,794","42,404","14,086"
2021,5,0,"50,259","4,066",410,"5,059","1,956",124,101,112,219,84,140,169,39,193,"2,040","2,084","1,727","1,141","2,072",604,835,"3,041","1,998","2,712","4,346","3,051","2,322","7,083","2,531"
2021,5,10,"48,177","4,957",695,"5,008","1,752",218,143,174,355,133,227,268,75,343,"1,117","1,888","1,758","1,958","1,923",861,"1,025","3,357","3,303","2,578","4,488","2,107","1,528","4,674","1,264"
2021,5,20,"48,921","4,812",702,"4,749","2,350",346,237,261,413,189,326,405,120,510,"1,135","2,965","2,574","1,463","1,912",779,"1,326","3,749","1,820","2,854","2,092","2,718","2,298","4,388","1,428"
2021,5,30,"72,137","5,572",626,"6,882","3,005",263,192,245,350,206,324,319,117,394,"2,413","3,749","2,919","1,497","2,865",718,"1,290","4,683","2,237","3,925","4,985","5,243","3,649","9,711","3,758"
2021,5,40,"78,044","7,631","1,116","7,791","2,996",392,247,302,596,304,481,449,142,586,"2,025","3,417","2,959","2,728","2,931","1,278","1,734","5,121","4,471","4,103","6,491","3,992","2,933","8,371","2,457"
2021,5,50,"54,481","5,957","1,494","4,989","2,989",653,481,544,889,664,782,784,303,937,"1,390","2,804","2,345","1,626","2,303","1,083","1,967","2,933","2,267","2,027","2,517","2,144","1,661","4,582","1,366"
2021,5,60,"36,339","4,211","1,372","3,368","2,342",646,497,544,999,788,841,952,353,914,592,"1,804","1,423",992,"1,277",722,"1,521","1,200","1,091","1,203","1,036","1,446",884,"2,444",877
2021,5,70,"17,250","2,014",847,"1,639","1,070",400,321,341,642,420,417,570,196,523,136,861,734,610,371,379,704,502,590,678,406,576,328,729,246
2021,5,80,"9,604","1,019",559,955,612,242,237,217,445,326,324,410,175,368,88,412,291,302,232,160,387,235,235,267,187,276,155,358,130
2021,5,90,"1,686",177,86,137,137,37,66,43,102,63,63,47,23,74,14,65,58,46,40,30,56,36,32,39,39,49,35,63,29
2021,5,100,66,12,3,3,6,0,1,4,7,2,4,0,1,5,1,1,0,1,1,1,5,1,1,2,0,2,1,1,0
2021,6,총,"418,098","41,016","7,916","40,585","19,282","3,313","2,519","2,786","5,024","3,193","3,943","4,381","1,556","4,861","10,960","20,005","17,130","12,355","15,906","6,617","10,834","24,869","17,982","20,380","26,580","21,651","15,898","42,443","14,113"
2021,6,0,"50,197","4,112",409,"5,039","1,957",123,96,108,218,86,141,171,38,192,"2,041","2,059","1,770","1,134","2,053",599,829,"3,040","1,975","2,711","4,300","3,042","2,331","7,091","2,532"
2021,6,10,"48,344","4,993",689,"5,012","1,762",214,147,176,357,131,223,268,76,341,"1,129","1,883","1,779","1,944","1,931",863,"1,025","3,375","3,297","2,576","4,516","2,124","1,535","4,702","1,276"
2021,6,20,"49,023","4,947",710,"4,731","2,359",339,230,252,412,191,318,403,121,515,"1,120","2,968","2,616","1,460","1,912",774,"1,333","3,721","1,821","2,851","2,102","2,701","2,338","4,366","1,412"
2021,6,30,"72,056","5,716",620,"6,857","3,001",263,195,249,348,203,329,317,117,392,"2,404","3,717","2,994","1,494","2,848",720,"1,267","4,674","2,199","3,914","4,935","5,218","3,648","9,681","3,736"
2021,6,40,"78,381","7,713","1,110","7,821","3,012",391,246,306,594,309,480,452,142,588,"2,035","3,410","3,007","2,724","2,940","1,275","1,738","5,110","4,477","4,106","6,512","4,039","2,947","8,407","2,490"
2021,6,50,"54,593","6,000","1,494","4,978","2,984",650,477,543,887,656,783,783,305,935,"1,382","2,806","2,404","1,632","2,302","1,086","1,953","2,951","2,269","2,029","2,532","2,153","1,679","4,562","1,378"
2021,6,60,"36,799","4,287","1,389","3,408","2,380",653,502,543,"1,007",800,858,956,357,922,611,"1,827","1,462","1,001","1,282",730,"1,536","1,218","1,089","1,214","1,042","1,463",906,"2,469",887
2021,6,70,"17,310","2,035",845,"1,638","1,078",401,319,343,642,418,416,571,196,524,134,852,746,615,369,380,708,505,592,675,415,579,325,744,245
2021,6,80,"9,647","1,021",563,959,604,243,241,219,449,333,329,414,179,372,90,416,296,305,227,160,384,238,232,262,188,281,155,356,131
2021,6,90,"1,685",181,84,140,139,36,65,43,103,64,62,46,24,75,13,66,56,45,41,30,56,36,30,40,38,49,33,64,26
2021,6,100,63,11,3,2,6,0,1,4,7,2,4,0,1,5,1,1,0,1,1,0,5,1,1,2,0,2,1,1,0
2021,7,총,"419,042","41,369","7,926","40,600","19,352","3,306","2,508","2,782","5,019","3,214","3,946","4,364","1,549","4,865","10,984","20,025","17,265","12,332","15,895","6,602","10,832","24,820","17,932","20,372","26,544","21,681","16,247","42,589","14,122"
2021,7,0,"50,058","4,144",400,"5,020","1,954",121,91,105,215,88,142,169,34,191,"2,048","2,055","1,782","1,116","2,040",588,820,"3,003","1,960","2,693","4,266","3,032","2,381","7,068","2,532"
2021,7,10,"48,483","5,021",693,"5,005","1,760",212,147,176,362,133,221,264,79,340,"1,133","1,881","1,785","1,944","1,935",869,"1,031","3,382","3,288","2,562","4,517","2,141","1,581","4,745","1,276"
2021,7,20,"49,149","4,982",721,"4,736","2,390",337,228,254,409,196,321,398,122,512,"1,114","2,985","2,635","1,459","1,900",761,"1,322","3,708","1,823","2,872","2,116","2,700","2,391","4,359","1,398"
2021,7,30,"71,924","5,792",613,"6,837","3,000",266,192,245,344,205,332,316,115,395,"2,398","3,693","3,013","1,481","2,844",718,"1,263","4,643","2,163","3,902","4,873","5,211","3,692","9,662","3,716"
2021,7,40,"78,653","7,783","1,109","7,832","3,022",389,245,306,589,308,477,452,143,581,"2,055","3,423","3,026","2,725","2,946","1,268","1,739","5,101","4,465","4,094","6,524","4,042","3,025","8,461","2,523"
2021,7,50,"54,899","6,059","1,501","5,003","2,994",648,475,536,896,653,782,774,302,935,"1,385","2,808","2,435","1,633","2,290","1,091","1,960","2,976","2,277","2,047","2,561","2,169","1,731","4,598","1,380"
2021,7,60,"37,059","4,325","1,389","3,419","2,404",652,509,551,"1,006",809,857,955,354,930,613,"1,841","1,485","1,009","1,302",731,"1,544","1,220","1,101","1,224","1,042","1,466",916,"2,514",891
2021,7,70,"17,338","2,036",841,"1,641","1,074",399,311,339,636,419,417,572,198,521,133,854,750,621,368,384,710,504,588,676,413,582,335,765,251
2021,7,80,"9,719","1,035",572,966,614,247,244,221,452,336,329,418,177,379,91,417,298,299,229,161,381,245,234,260,191,281,162,351,129
2021,7,90,"1,696",181,84,139,134,35,65,45,103,65,64,46,24,76,13,66,56,44,40,31,57,36,32,41,41,55,32,65,26
2021,7,100,64,11,3,2,6,0,1,4,7,2,4,0,1,5,1,2,0,1,1,0,5,2,1,1,0,2,1,1,0
2021,8,총,"420,719","41,515","7,904","40,682","19,451","3,304","2,496","2,781","5,031","3,217","3,979","4,349","1,545","4,847","11,458","20,008","17,412","12,345","15,865","6,611","10,857","24,773","17,931","20,309","26,503","21,761","16,880","42,670","14,235"
2021,8,0,"50,030","4,149",393,"5,022","1,958",118,89,102,215,89,148,165,34,187,"2,112","2,043","1,813","1,105","2,016",584,815,"2,976","1,946","2,670","4,232","3,027","2,440","7,035","2,547"
2021,8,10,"48,757","5,032",686,"5,024","1,786",208,149,173,362,134,219,261,79,333,"1,211","1,865","1,784","1,955","1,939",874,"1,031","3,375","3,279","2,572","4,517","2,145","1,690","4,763","1,311"
2021,8,20,"49,290","5,008",716,"4,753","2,397",341,221,257,411,196,318,391,121,509,"1,154","2,979","2,655","1,470","1,893",755,"1,330","3,718","1,818","2,844","2,115","2,724","2,483","4,332","1,381"
2021,8,30,"71,972","5,814",613,"6,803","3,012",266,194,241,343,211,346,317,114,387,"2,482","3,687","3,035","1,468","2,826",718,"1,253","4,595","2,161","3,869","4,816","5,220","3,789","9,659","3,733"
2021,8,40,"79,059","7,788","1,101","7,868","3,028",385,241,303,592,301,481,449,142,577,"2,159","3,415","3,058","2,721","2,939","1,275","1,745","5,096","4,455","4,087","6,536","4,068","3,164","8,516","2,569"
2021,8,50,"55,321","6,095","1,502","5,026","3,010",637,472,537,898,652,782,779,301,929,"1,452","2,819","2,450","1,655","2,306","1,090","1,974","2,994","2,295","2,067","2,582","2,173","1,826","4,628","1,390"
2021,8,60,"37,323","4,356","1,391","3,431","2,429",663,510,555,"1,009",809,862,948,357,939,640,"1,859","1,498","1,005","1,306",734,"1,550","1,228","1,109","1,219","1,060","1,473",937,"2,554",892
2021,8,70,"17,419","2,043",840,"1,646","1,080",400,308,340,636,421,424,573,198,525,134,855,757,622,367,387,709,513,592,678,411,588,349,766,257
2021,8,80,"9,785","1,043",576,971,608,251,244,222,455,338,331,422,174,380,99,418,303,301,232,163,384,239,243,264,191,285,167,350,131
2021,8,90,"1,699",177,83,135,137,35,67,47,103,64,64,44,24,75,14,66,59,42,41,31,61,37,32,38,43,56,34,66,24
2021,8,100,64,10,3,3,6,0,1,4,7,2,4,0,1,6,1,2,0,1,0,0,5,2,1,1,0,2,1,1,0
2021,9,총,"422,038","41,543","7,935","40,671","19,524","3,285","2,488","2,812","5,027","3,236","3,987","4,335","1,538","4,848","11,894","20,018","17,477","12,340","15,846","6,615","10,860","24,733","17,960","20,335","26,526","21,873","17,281","42,700","14,351"
2021,9,0,"49,954","4,142",390,"4,990","1,955",114,91,102,211,91,148,164,32,187,"2,192","2,028","1,816","1,096","2,004",579,803,"2,940","1,941","2,672","4,190","3,035","2,482","6,986","2,573"
2021,9,10,"48,921","5,018",685,"5,031","1,791",202,147,175,363,134,219,261,76,330,"1,245","1,863","1,792","1,963","1,944",870,"1,031","3,372","3,284","2,559","4,559","2,151","1,746","4,788","1,322"
2021,9,20,"49,456","5,032",722,"4,742","2,407",342,222,257,410,195,315,391,123,513,"1,187","2,963","2,662","1,466","1,891",764,"1,342","3,735","1,831","2,858","2,120","2,744","2,543","4,295","1,384"
2021,9,30,"71,972","5,787",621,"6,782","3,024",261,188,243,345,215,348,307,116,386,"2,592","3,686","3,037","1,455","2,810",709,"1,252","4,557","2,146","3,862","4,758","5,242","3,853","9,639","3,751"
2021,9,40,"79,376","7,786","1,103","7,883","3,037",380,243,308,585,300,482,444,136,574,"2,229","3,420","3,068","2,714","2,935","1,277","1,748","5,085","4,458","4,105","6,580","4,083","3,247","8,565","2,601"
2021,9,50,"55,716","6,109","1,505","5,038","3,013",642,464,544,898,657,790,783,303,936,"1,514","2,839","2,463","1,668","2,309","1,095","1,971","3,020","2,311","2,076","2,611","2,193","1,887","4,664","1,413"
2021,9,60,"37,583","4,393","1,407","3,449","2,454",663,515,562,"1,011",815,860,946,357,934,668,"1,876","1,512","1,013","1,308",741,"1,553","1,227","1,121","1,226","1,064","1,489",954,"2,567",898
2021,9,70,"17,407","2,037",840,"1,634","1,082",390,305,345,634,423,424,575,197,523,143,849,758,616,375,386,707,513,595,673,407,593,360,771,252
2021,9,80,"9,868","1,054",573,979,614,256,245,225,459,340,334,419,171,385,103,427,307,302,230,165,383,245,240,265,193,287,172,360,135
2021,9,90,"1,724",175,86,139,141,35,68,47,104,64,64,45,26,74,20,66,62,46,40,29,65,37,33,38,44,54,36,64,22
2021,9,100,61,10,3,4,6,0,0,4,7,2,3,0,1,6,1,1,0,1,0,0,5,2,0,1,0,2,1,1,0
2021,10,총,"423,236","41,608","7,938","40,739","19,605","3,281","2,502","2,814","5,041","3,239","4,000","4,342","1,538","4,829","12,134","20,002","17,510","12,322","15,824","6,634","10,843","24,739","17,944","20,324","26,585","21,910","17,546","42,759","14,684"
2021,10,0,"49,831","4,109",385,"4,955","1,956",115,85,102,212,92,149,161,29,188,"2,225","2,015","1,816","1,091","1,989",581,794,"2,925","1,924","2,651","4,173","3,027","2,499","6,964","2,619"
2021,10,10,"49,114","5,021",688,"5,058","1,814",203,147,177,359,131,221,260,77,327,"1,275","1,857","1,786","1,949","1,954",877,"1,027","3,361","3,279","2,550","4,592","2,162","1,781","4,808","1,373"
2021,10,20,"49,602","5,039",711,"4,732","2,410",343,232,256,408,195,320,396,124,514,"1,215","2,960","2,672","1,470","1,887",767,"1,338","3,758","1,832","2,866","2,125","2,726","2,595","4,285","1,426"
2021,10,30,"71,862","5,786",619,"6,772","3,026",249,191,241,347,211,344,311,116,385,"2,603","3,669","3,032","1,450","2,780",708,"1,245","4,529","2,150","3,818","4,725","5,250","3,883","9,621","3,801"
2021,10,40,"79,709","7,810","1,098","7,915","3,063",386,246,308,588,296,480,440,135,567,"2,284","3,415","3,083","2,701","2,931","1,278","1,748","5,076","4,414","4,148","6,625","4,093","3,313","8,592","2,676"
2021,10,50,"56,097","6,124","1,504","5,057","3,023",644,464,549,910,660,802,792,304,934,"1,559","2,851","2,457","1,676","2,318","1,093","1,984","3,051","2,340","2,094","2,634","2,213","1,925","4,684","1,451"
2021,10,60,"37,840","4,417","1,422","3,479","2,468",667,520,557,"1,014",821,864,945,362,928,696,"1,881","1,538","1,012","1,320",750,"1,554","1,236","1,125","1,219","1,067","1,497",978,"2,588",915
2021,10,70,"17,479","2,050",844,"1,638","1,086",387,309,342,636,425,424,570,189,522,152,859,753,622,375,384,705,516,600,674,409,596,362,789,261
2021,10,80,"9,904","1,063",576,981,614,252,241,230,459,342,332,422,172,383,105,428,308,302,231,167,378,250,246,264,190,292,176,361,139
2021,10,90,"1,736",178,88,148,139,35,67,48,101,64,61,45,29,76,19,66,65,48,39,29,65,35,34,39,45,51,33,66,23
2021,10,100,62,11,3,4,6,0,0,4,7,2,3,0,1,5,1,1,0,1,0,0,5,2,0,1,0,3,1,1,0
2021,11,총,"424,711","41,655","7,920","40,738","19,606","3,264","2,741","2,822","5,042","3,242","4,002","4,341","1,537","4,805","12,240","20,005","17,501","12,269","15,826","6,625","10,827","24,725","17,895","20,308","26,548","22,028","17,985","42,814","15,400"
2021,11,0,"49,744","4,104",379,"4,904","1,955",111,85,104,208,92,152,162,29,183,"2,243","2,001","1,811","1,077","1,980",571,787,"2,910","1,890","2,626","4,128","2,997","2,535","6,952","2,768"
2021,11,10,"49,314","5,029",693,"5,086","1,797",201,153,176,359,133,218,252,79,325,"1,290","1,858","1,779","1,942","1,965",875,"1,024","3,352","3,276","2,559","4,605","2,180","1,856","4,831","1,421"
2021,11,20,"49,694","5,045",703,"4,712","2,412",331,279,251,409,196,311,400,119,515,"1,214","2,951","2,666","1,451","1,884",769,"1,332","3,765","1,825","2,871","2,120","2,741","2,658","4,272","1,492"
2021,11,30,"71,878","5,747",614,"6,718","3,032",257,229,247,351,213,344,308,121,383,"2,606","3,643","3,028","1,438","2,761",696,"1,236","4,486","2,130","3,770","4,675","5,267","3,946","9,553","4,079"
2021,11,40,"80,170","7,819","1,099","7,946","3,056",377,283,308,588,298,482,438,134,557,"2,329","3,435","3,075","2,696","2,944","1,281","1,758","5,076","4,404","4,161","6,652","4,125","3,417","8,658","2,774"
2021,11,50,"56,496","6,152","1,486","5,076","3,030",649,493,552,914,652,804,794,302,926,"1,572","2,858","2,470","1,690","2,322","1,101","1,979","3,081","2,353","2,107","2,669","2,248","1,999","4,720","1,497"
2021,11,60,"38,141","4,445","1,440","3,504","2,487",666,562,561,"1,017",825,872,945,361,937,708,"1,905","1,544","1,013","1,329",752,"1,561","1,252","1,136","1,231","1,056","1,516",990,"2,591",935
2021,11,70,"17,529","2,057",844,"1,653","1,077",387,336,342,631,420,419,572,189,514,151,861,753,617,376,385,700,515,595,681,409,607,370,801,267
2021,11,80,"9,945","1,064",571,985,619,251,252,230,456,347,337,423,171,385,107,427,309,297,228,166,384,252,253,262,190,291,180,365,143
2021,11,90,"1,747",182,89,150,136,34,69,48,102,63,61,47,31,77,19,65,66,47,37,29,66,34,33,39,44,53,32,70,24
2021,11,100,53,11,2,4,5,0,0,3,7,3,2,0,1,3,1,1,0,1,0,0,0,2,0,1,0,3,2,1,0
2021,12,총,"426,227","41,741","7,936","40,763","19,623","3,274","2,809","2,819","5,055","3,245","3,995","4,341","1,537","4,796","12,342","19,983","17,522","12,257","15,785","6,645","10,792","24,678","17,892","20,212","26,462","22,449","18,510","42,899","15,865"
2021,12,0,"49,645","4,066",375,"4,884","1,941",111,90,102,204,88,149,159,30,178,"2,245","1,990","1,800","1,068","1,973",574,773,"2,884","1,891","2,587","4,085","2,994","2,603","6,933","2,868"
2021,12,10,"49,515","5,052",691,"5,088","1,801",203,156,170,359,135,223,257,80,324,"1,310","1,855","1,778","1,932","1,975",863,"1,014","3,335","3,282","2,557","4,599","2,182","1,961","4,867","1,466"
2021,12,20,"49,820","5,050",709,"4,688","2,412",329,288,253,418,195,309,395,124,521,"1,212","2,955","2,679","1,446","1,854",779,"1,311","3,777","1,815","2,835","2,118","2,827","2,721","4,278","1,522"
2021,12,30,"71,965","5,760",621,"6,723","3,021",262,238,243,354,216,341,314,118,376,"2,610","3,617","3,036","1,438","2,736",700,"1,235","4,439","2,118","3,737","4,617","5,316","4,024","9,521","4,234"
2021,12,40,"80,639","7,850","1,095","7,959","3,063",375,295,306,580,299,482,438,134,550,"2,361","3,430","3,089","2,698","2,966","1,282","1,744","5,071","4,412","4,175","6,661","4,193","3,558","8,721","2,852"
2021,12,50,"56,797","6,161","1,493","5,093","3,042",647,499,556,927,655,799,797,300,929,"1,598","2,872","2,461","1,690","2,315","1,106","1,994","3,113","2,351","2,102","2,686","2,323","2,042","4,718","1,528"
2021,12,60,"38,368","4,467","1,446","3,525","2,501",668,577,561,"1,012",826,869,936,357,939,719,"1,901","1,551","1,013","1,325",755,"1,553","1,259","1,141","1,230","1,058","1,598","1,007","2,621",953
2021,12,70,"17,662","2,071",844,"1,653","1,086",389,347,343,629,424,418,573,193,511,158,866,755,623,375,385,711,513,597,685,406,649,372,816,270
2021,12,80,"9,965","1,066",577,984,617,254,247,234,457,340,342,422,168,386,107,430,311,296,227,173,383,251,251,264,188,308,181,354,147
2021,12,90,"1,806",188,83,163,135,36,72,49,109,64,61,50,32,80,21,66,62,53,39,28,74,35,34,39,44,56,39,69,25
2021,12,100,45,10,2,3,4,0,0,2,6,3,2,0,1,2,1,1,0,0,0,0,0,1,0,1,0,3,2,1,0
