년도,월,나이,경기도 의정부시,경기도 의정부시 의정부1동,경기도 의정부시 의정부2동,경기도 의정부시 의정부3동,경기도 의정부시 호원1동,경기도 의정부시 호원2동,경기도 의정부시 장암동,경기도 의정부시 신곡1동,경기도 의정부시 신곡2동,경기도 의정부시 송산1동,경기도 의정부시 송산2동,경기도 의정부시 송산3동,경기도 의정부시 자금동,경기도 의정부시 가능동,경기도 의정부시 흥선동,경기도 의정부시 녹양동
2021,7,40,"36,728","1,908","2,271",,"2,717","2,848","1,702","3,338","3,907","3,368","3,197","4,580","2,076","1,865","1,229","1,722"
2021,7,50,"40,967","2,459","2,773",,"3,066","3,058","1,807","4,430","4,707","3,715","2,947","3,216","2,614","2,481","1,728","1,966"
2021,7,60,"30,978","2,255","2,183",,"2,913","2,499","1,510","3,130","3,279","2,619","1,626","2,117","1,862","1,952","1,451","1,582"
2021,7,70,"17,445","1,213","1,199",,"1,897","1,717",992,"1,606","1,638","1,234","1,103",970,"1,039","1,136",847,854
2021,7,80,"9,180",651,573,,774,835,533,889,897,823,589,508,609,574,454,471
2021,7,90,"1,459",104,79,,102,104,97,137,168,142,108,81,82,88,74,93
2021,7,100,61,6,2,,1,6,9,4,4,6,2,2,4,5,8,2
2021,8,총,"235,024","15,754","15,772",,"18,529","18,034","10,600","21,954","24,620","21,541","16,964","24,120","13,817","13,016","9,407","10,896"
2021,8,0,"16,277",521,818,,"1,058","1,135",711,"1,271","1,628","1,795","1,296","3,172",945,730,529,668
2021,8,10,"20,152",807,947,,"1,371","1,656",967,"1,856","2,353","1,761","2,030","2,632","1,157",949,728,938
2021,8,20,"31,998","3,580","2,785",,"2,400","2,214","1,183","2,879","3,348","2,848","2,168","2,537","1,810","1,692","1,184","1,370"
2021,8,30,"29,359","2,211","2,148",,"2,182","1,922","1,094","2,400","2,707","3,130","1,890","4,247","1,598","1,529","1,063","1,238"
2021,8,40,"36,739","1,919","2,257",,"2,727","2,865","1,696","3,339","3,883","3,375","3,176","4,602","2,061","1,863","1,262","1,714"
2021,8,50,"41,042","2,479","2,760",,"3,066","3,040","1,798","4,412","4,684","3,759","2,967","3,231","2,629","2,487","1,767","1,963"
2021,8,60,"31,211","2,262","2,202",,"2,931","2,517","1,513","3,158","3,307","2,653","1,636","2,130","1,876","1,960","1,487","1,579"
2021,8,70,"17,471","1,211","1,194",,"1,906","1,736","1,001","1,593","1,642","1,237","1,099",975,"1,044","1,131",844,858
2021,8,80,"9,251",652,580,,785,840,530,905,893,832,591,512,611,583,461,476
2021,8,90,"1,462",107,78,,102,104,99,137,170,145,109,80,82,86,74,89
2021,8,100,62,5,3,,1,5,8,4,5,6,2,2,4,6,8,3
2021,9,총,"235,111","15,791","15,793",,"18,519","18,034","10,578","21,917","24,598","21,578","16,979","24,107","13,840","13,014","9,493","10,870"
2021,9,0,"16,144",525,821,,"1,048","1,131",698,"1,256","1,604","1,784","1,290","3,142",925,728,538,654
2021,9,10,"20,166",801,952,,"1,371","1,657",964,"1,851","2,346","1,773","2,025","2,646","1,164",947,729,940
2021,9,20,"31,946","3,594","2,785",,"2,393","2,202","1,187","2,870","3,331","2,836","2,165","2,512","1,830","1,691","1,196","1,354"
2021,9,30,"29,324","2,222","2,140",,"2,171","1,913","1,085","2,385","2,715","3,130","1,887","4,222","1,604","1,528","1,096","1,226"
2021,9,40,"36,695","1,912","2,272",,"2,723","2,852","1,689","3,338","3,860","3,374","3,171","4,615","2,052","1,843","1,277","1,717"
2021,9,50,"41,149","2,483","2,751",,"3,081","3,056","1,800","4,405","4,688","3,792","2,981","3,246","2,632","2,499","1,776","1,959"
2021,9,60,"31,375","2,260","2,211",,"2,944","2,525","1,520","3,178","3,331","2,668","1,647","2,148","1,890","1,966","1,495","1,592"
2021,9,70,"17,482","1,221","1,193",,"1,899","1,737","1,000","1,593","1,650","1,226","1,105",979,"1,045","1,135",842,857
2021,9,80,"9,291",658,586,,787,846,529,898,898,840,595,515,610,585,463,481
2021,9,90,"1,479",110,80,,101,110,98,140,170,149,111,80,84,86,73,87
2021,9,100,60,5,2,,1,5,8,3,5,6,2,2,4,6,8,3
2021,10,총,"235,091","15,760","15,812",,"18,523","18,011","10,583","21,846","24,599","21,600","16,973","24,137","13,858","13,008","9,532","10,849"
2021,10,0,"16,070",519,814,,"1,063","1,120",694,"1,248","1,591","1,785","1,282","3,119",919,730,539,647
2021,10,10,"20,167",802,951,,"1,357","1,652",971,"1,847","2,355","1,772","2,024","2,656","1,162",942,738,938
2021,10,20,"31,802","3,560","2,804",,"2,382","2,190","1,166","2,858","3,328","2,809","2,152","2,505","1,831","1,674","1,192","1,351"
2021,10,30,"29,345","2,235","2,156",,"2,167","1,912","1,093","2,375","2,718","3,155","1,876","4,194","1,598","1,525","1,115","1,226"
2021,10,40,"36,630","1,896","2,268",,"2,731","2,848","1,693","3,312","3,835","3,366","3,180","4,629","2,047","1,840","1,281","1,704"
2021,10,50,"41,172","2,477","2,755",,"3,079","3,050","1,800","4,394","4,704","3,802","2,976","3,259","2,654","2,498","1,770","1,954"
2021,10,60,"31,530","2,277","2,206",,"2,951","2,532","1,531","3,175","3,331","2,685","1,667","2,178","1,895","1,983","1,517","1,602"
2021,10,70,"17,483","1,213","1,192",,"1,904","1,742",993,"1,593","1,654","1,225","1,104",992,"1,048","1,132",834,857
2021,10,80,"9,336",662,582,,784,847,535,899,905,842,601,520,619,592,468,480
2021,10,90,"1,498",113,82,,104,114,99,142,174,153,108,83,82,86,71,87
2021,10,100,58,6,2,,1,4,8,3,4,6,3,2,3,6,7,3
2021,11,총,"235,151","15,842","15,836",,"18,566","17,995","10,573","21,744","24,586","21,562","16,977","24,213","13,874","12,973","9,570","10,840"
2021,11,0,"15,969",515,797,,"1,054","1,117",688,"1,242","1,587","1,777","1,276","3,109",905,724,537,641
2021,11,10,"20,188",798,968,,"1,367","1,653",973,"1,831","2,336","1,768","2,032","2,664","1,188",926,746,938
2021,11,20,"31,756","3,582","2,817",,"2,386","2,180","1,162","2,838","3,322","2,784","2,141","2,507","1,831","1,665","1,191","1,350"
2021,11,30,"29,344","2,268","2,159",,"2,162","1,908","1,085","2,360","2,726","3,147","1,881","4,187","1,593","1,520","1,125","1,223"
2021,11,40,"36,608","1,915","2,264",,"2,733","2,843","1,696","3,292","3,804","3,365","3,174","4,671","2,048","1,829","1,273","1,701"
2021,11,50,"41,186","2,483","2,750",,"3,092","3,036","1,800","4,373","4,708","3,793","2,993","3,270","2,646","2,500","1,790","1,952"
2021,11,60,"31,677","2,282","2,215",,"2,964","2,546","1,537","3,185","3,351","2,701","1,665","2,199","1,909","1,996","1,521","1,606"
2021,11,70,"17,493","1,210","1,198",,"1,900","1,743",994,"1,588","1,658","1,229","1,099","1,002","1,040","1,137",836,859
2021,11,80,"9,388",672,585,,804,854,536,898,915,837,603,518,629,584,473,480
2021,11,90,"1,495",112,81,,103,110,98,136,177,155,110,84,82,86,74,87
2021,11,100,47,5,2,,1,5,4,1,2,6,3,2,3,6,4,3
2021,12,총,"235,123","15,864","15,833",,"18,558","17,957","10,558","21,643","24,527","21,807","16,946","24,188","13,859","12,946","9,615","10,822"
2021,12,0,"15,906",512,801,,"1,045","1,112",674,"1,239","1,574","1,790","1,269","3,084",903,719,548,636
2021,12,10,"20,152",797,963,,"1,371","1,639",972,"1,809","2,319","1,790","2,034","2,664","1,183",926,743,942
2021,12,20,"31,704","3,585","2,826",,"2,385","2,181","1,163","2,820","3,293","2,789","2,131","2,508","1,832","1,644","1,202","1,345"
2021,12,30,"29,337","2,302","2,150",,"2,147","1,895","1,083","2,353","2,726","3,201","1,867","4,152","1,599","1,521","1,131","1,210"
2021,12,40,"36,554","1,918","2,250",,"2,727","2,843","1,684","3,262","3,781","3,407","3,157","4,677","2,041","1,833","1,274","1,700"
2021,12,50,"41,200","2,476","2,742",,"3,105","3,025","1,797","4,363","4,712","3,849","3,004","3,274","2,639","2,480","1,787","1,947"
2021,12,60,"31,774","2,281","2,220",,"2,959","2,546","1,545","3,180","3,368","2,734","1,661","2,208","1,912","2,014","1,528","1,618"
2021,12,70,"17,508","1,198","1,211",,"1,904","1,747",997,"1,587","1,648","1,242","1,104","1,013","1,033","1,125",843,856
2021,12,80,"9,440",679,584,,811,855,542,895,926,842,605,523,634,591,479,474
2021,12,90,"1,501",112,84,,103,109,97,134,178,157,111,82,81,87,76,90
2021,12,100,47,4,2,,1,5,4,1,2,6,3,3,2,6,4,4
