년도,월,나이,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021,8,30,"32,852","2,940","2,614","1,967","1,575","1,844","2,048","2,072","2,597","2,249","1,770","3,022","2,017","1,419","1,008",904,"2,806"
2021,8,40,"36,918","2,827","2,787","1,932","1,600","2,243","2,525","1,913","2,737","2,666","1,735","3,707","2,055","1,557","1,104",766,"4,764"
2021,8,50,"37,045","2,817","3,081","2,256","1,777","2,215","2,824","2,048","2,379","1,793","2,043","3,551","2,048","1,691","1,233",998,"4,291"
2021,8,60,"30,607","2,344","2,601","2,109","1,644","1,724","2,359","1,615","1,715","1,360","1,779","2,867","1,872","1,551","1,178",847,"3,042"
2021,8,70,"16,925","1,351","1,468","1,217",905,978,"1,307","1,006",985,720,"1,058","1,660",974,747,619,384,"1,546"
2021,8,80,"6,692",546,644,458,312,404,512,442,376,280,477,607,360,269,236,140,629
2021,8,90,555,39,65,35,21,34,39,35,35,26,41,41,23,28,18,11,64
2021,8,100,43,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,12
2021,9,총,"226,833","17,478","18,285","13,450","10,855","13,446","15,923","12,577","15,540","13,281","12,043","21,478","13,106","10,185","7,348","5,595","26,243"
2021,9,0,"14,427","1,186","1,154",518,496,743,822,585,"1,273","1,630",529,"1,230",744,543,361,367,"2,246"
2021,9,10,"19,169","1,073","1,372",853,758,"1,175","1,389",701,"1,412","1,206",790,"1,682","1,072",887,598,405,"3,796"
2021,9,20,"31,521","2,337","2,484","2,109","1,793","2,107","2,098","2,139","2,014","1,320","1,830","3,076","1,926","1,500",995,770,"3,023"
2021,9,30,"32,893","2,929","2,642","1,966","1,580","1,849","2,044","2,080","2,604","2,246","1,763","3,045","2,007","1,423","1,012",901,"2,802"
2021,9,40,"36,752","2,833","2,770","1,915","1,581","2,214","2,507","1,904","2,731","2,673","1,740","3,682","2,056","1,549","1,088",772,"4,737"
2021,9,50,"37,132","2,824","3,090","2,251","1,767","2,213","2,837","2,051","2,375","1,810","2,039","3,561","2,060","1,696","1,236",997,"4,325"
2021,9,60,"30,678","2,354","2,602","2,122","1,635","1,721","2,354","1,621","1,733","1,361","1,780","2,884","1,882","1,544","1,185",843,"3,057"
2021,9,70,"16,906","1,345","1,450","1,216",908,980,"1,318","1,005",983,716,"1,053","1,668",971,745,614,390,"1,544"
2021,9,80,"6,755",554,654,460,314,406,513,448,380,287,477,609,365,269,240,142,637
2021,9,90,556,41,65,36,21,34,41,36,34,25,42,40,23,28,18,8,64
2021,9,100,44,2,2,4,2,4,0,7,1,7,0,1,0,1,1,0,12
2021,10,총,"226,514","17,478","18,250","13,423","10,790","13,417","15,915","12,526","15,582","13,263","11,971","21,478","13,060","10,168","7,305","5,604","26,284"
2021,10,0,"14,295","1,192","1,134",507,484,725,818,561,"1,274","1,618",515,"1,218",735,543,356,374,"2,241"
2021,10,10,"19,103","1,059","1,378",857,756,"1,181","1,378",700,"1,416","1,201",777,"1,677","1,060",875,588,404,"3,796"
2021,10,20,"31,358","2,314","2,463","2,084","1,777","2,091","2,100","2,116","2,010","1,320","1,805","3,077","1,918","1,498",989,764,"3,032"
2021,10,30,"32,900","2,938","2,652","1,976","1,580","1,863","2,044","2,075","2,615","2,224","1,750","3,053","2,001","1,425","1,008",900,"2,796"
2021,10,40,"36,654","2,825","2,757","1,896","1,566","2,192","2,507","1,906","2,747","2,677","1,741","3,667","2,048","1,550","1,076",774,"4,725"
2021,10,50,"37,104","2,833","3,089","2,261","1,747","2,227","2,831","2,031","2,370","1,815","2,022","3,562","2,049","1,682","1,229","1,006","4,350"
2021,10,60,"30,794","2,373","2,606","2,126","1,630","1,722","2,368","1,638","1,753","1,369","1,782","2,885","1,885","1,551","1,185",839,"3,082"
2021,10,70,"16,891","1,342","1,450","1,217",906,973,"1,312","1,004",980,716,"1,054","1,678",970,739,611,389,"1,550"
2021,10,80,"6,814",559,653,459,321,405,515,452,383,290,483,620,370,274,245,145,640
2021,10,90,563,41,66,36,21,34,42,36,33,26,42,40,24,30,17,9,66
2021,10,100,38,2,2,4,2,4,0,7,1,7,0,1,0,1,1,0,6
2021,11,총,"226,555","17,438","18,199","13,377","10,740","13,365","15,849","12,518","15,627","13,409","11,902","21,406","13,032","10,139","7,278","6,010","26,266"
2021,11,0,"14,270","1,184","1,127",507,478,716,812,549,"1,270","1,650",509,"1,199",733,538,348,435,"2,215"
2021,11,10,"19,072","1,059","1,364",855,747,"1,164","1,374",711,"1,407","1,203",770,"1,667","1,053",875,573,449,"3,801"
2021,11,20,"31,231","2,306","2,434","2,070","1,759","2,083","2,086","2,098","2,036","1,331","1,783","3,071","1,902","1,473",977,798,"3,024"
2021,11,30,"32,924","2,931","2,646","1,975","1,576","1,861","2,026","2,084","2,627","2,250","1,735","3,014","1,997","1,425","1,007",956,"2,814"
2021,11,40,"36,674","2,808","2,750","1,890","1,567","2,172","2,504","1,884","2,746","2,715","1,744","3,667","2,054","1,547","1,072",857,"4,697"
2021,11,50,"37,163","2,833","3,106","2,249","1,739","2,229","2,818","2,051","2,377","1,844","1,997","3,542","2,048","1,689","1,226","1,070","4,345"
2021,11,60,"30,900","2,370","2,607","2,113","1,633","1,731","2,373","1,653","1,764","1,378","1,784","2,898","1,883","1,547","1,187",879,"3,100"
2021,11,70,"16,873","1,342","1,444","1,212",895,969,"1,301","1,001",975,719,"1,049","1,680",964,741,621,411,"1,549"
2021,11,80,"6,858",559,653,465,324,406,512,452,392,293,489,627,372,273,248,145,648
2021,11,90,570,44,66,37,21,34,43,35,32,25,42,40,26,30,18,10,67
2021,11,100,20,2,2,4,1,0,0,0,1,1,0,1,0,1,1,0,6
2021,12,총,"226,458","17,434","18,167","13,330","10,672","13,379","15,777","12,497","15,617","13,547","11,854","21,321","13,035","10,097","7,273","6,254","26,204"
2021,12,0,"14,233","1,187","1,124",504,479,708,800,554,"1,266","1,669",504,"1,192",730,534,346,465,"2,171"
2021,12,10,"19,043","1,071","1,352",851,743,"1,161","1,370",706,"1,400","1,228",765,"1,644","1,052",868,563,465,"3,804"
2021,12,20,"31,164","2,307","2,423","2,065","1,741","2,091","2,076","2,073","2,026","1,329","1,768","3,065","1,908","1,459",987,830,"3,016"
2021,12,30,"32,897","2,912","2,651","1,967","1,559","1,869","2,013","2,086","2,644","2,261","1,725","3,008","1,982","1,429","1,002",996,"2,793"
2021,12,40,"36,673","2,819","2,742","1,884","1,557","2,172","2,492","1,883","2,731","2,771","1,733","3,639","2,062","1,539","1,082",898,"4,669"
2021,12,50,"37,200","2,826","3,093","2,243","1,734","2,237","2,795","2,041","2,389","1,852","2,002","3,534","2,056","1,686","1,222","1,132","4,358"
2021,12,60,"30,942","2,373","2,615","2,106","1,625","1,733","2,367","1,666","1,767","1,387","1,780","2,893","1,882","1,543","1,185",899,"3,121"
2021,12,70,"16,795","1,323","1,446","1,199",889,960,"1,305",996,960,731,"1,035","1,681",962,733,619,412,"1,544"
2021,12,80,"6,923",569,655,474,325,416,512,457,398,294,499,624,375,274,246,147,658
2021,12,90,575,45,65,37,19,32,47,35,35,25,43,40,26,31,20,10,65
2021,12,100,13,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,5
