년도,월,나이,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021,8,70,"16,952","1,130","1,027",534,"1,552","1,008","1,232",887,712,860,"1,185","1,399",821,"1,371",780,"1,531",923
2021,8,80,"7,457",462,357,220,634,413,502,424,276,342,547,604,341,665,342,800,528
2021,8,90,"1,253",85,49,25,87,74,81,77,49,52,64,104,53,119,76,181,77
2021,8,100,58,4,2,0,2,1,4,2,9,1,4,8,2,5,2,10,2
2021,9,총,"196,722","12,103","9,609","7,322","17,048","10,842","12,565","12,419","10,541","10,091","12,204","17,953","9,625","15,600","8,193","19,811","10,796"
2021,9,0,"10,508",566,483,694,709,500,502,845,387,574,472,"1,067",483,842,321,"1,464",599
2021,9,10,"12,655",767,584,425,947,566,672,887,345,660,540,"1,521",561,970,581,"1,811",818
2021,9,20,"27,804","1,608","1,203",867,"2,624","1,490","1,861","1,752","2,475","1,418","1,838","2,586","1,369","2,081","1,082","2,330","1,220"
2021,9,30,"27,622","1,520","1,274","1,322","2,474","1,595","1,635","1,773","2,194","1,492","1,730","2,336","1,429","2,080",917,"2,420","1,431"
2021,9,40,"27,024","1,665","1,384","1,033","2,302","1,431","1,597","1,766","1,231","1,329","1,538","2,866","1,345","1,989","1,098","2,932","1,518"
2021,9,50,"34,257","2,343","1,651","1,204","3,094","1,917","2,330","2,193","1,532","1,706","2,210","2,865","1,615","2,796","1,593","3,351","1,857"
2021,9,60,"31,096","1,946","1,590",994,"2,619","1,843","2,156","1,824","1,326","1,661","2,074","2,592","1,597","2,655","1,405","2,988","1,826"
2021,9,70,"16,932","1,133","1,029",537,"1,550","1,010","1,221",877,707,855,"1,177","1,400",827,"1,374",782,"1,531",922
2021,9,80,"7,506",463,360,221,641,416,506,423,286,343,555,610,343,683,338,794,524
2021,9,90,"1,257",87,49,25,85,73,81,77,49,52,66,102,54,124,74,181,78
2021,9,100,61,5,2,0,3,1,4,2,9,1,4,8,2,6,2,9,3
2021,10,총,"196,617","12,070","9,609","7,333","16,972","10,834","12,569","12,404","10,557","10,068","12,190","17,905","9,607","15,706","8,158","19,858","10,777"
2021,10,0,"10,454",556,476,701,698,500,498,832,390,565,468,"1,059",481,850,320,"1,460",600
2021,10,10,"12,639",751,578,426,949,573,669,887,346,656,535,"1,511",551,981,578,"1,834",814
2021,10,20,"27,658","1,613","1,188",868,"2,595","1,479","1,840","1,744","2,477","1,414","1,837","2,572","1,365","2,087","1,065","2,311","1,203"
2021,10,30,"27,685","1,513","1,280","1,326","2,459","1,587","1,651","1,774","2,209","1,499","1,739","2,331","1,425","2,118",923,"2,422","1,429"
2021,10,40,"26,982","1,646","1,384","1,044","2,289","1,431","1,603","1,748","1,233","1,310","1,535","2,848","1,348","1,995","1,089","2,956","1,523"
2021,10,50,"34,211","2,339","1,656","1,195","3,090","1,910","2,326","2,202","1,528","1,698","2,193","2,871","1,606","2,808","1,586","3,356","1,847"
2021,10,60,"31,163","1,959","1,591",995,"2,611","1,849","2,162","1,835","1,329","1,663","2,087","2,592","1,602","2,662","1,409","2,986","1,831"
2021,10,70,"16,963","1,133","1,041",533,"1,543","1,013","1,228",874,700,864,"1,175","1,395",830,"1,394",777,"1,539",924
2021,10,80,"7,538",469,362,219,647,417,507,430,287,346,553,616,345,680,335,803,522
2021,10,90,"1,264",87,50,26,88,73,82,75,48,52,66,102,52,126,74,182,81
2021,10,100,60,4,3,0,3,2,3,3,10,1,2,8,2,5,2,9,3
2021,11,총,"196,362","12,036","9,581","7,361","16,910","10,819","12,527","12,374","10,572","10,045","12,156","17,839","9,572","15,837","8,148","19,844","10,741"
2021,11,0,"10,390",548,478,703,684,497,489,833,392,561,460,"1,047",470,891,325,"1,429",583
2021,11,10,"12,572",738,574,427,933,570,671,874,350,649,534,"1,498",555,997,567,"1,830",805
2021,11,20,"27,557","1,604","1,183",873,"2,604","1,474","1,825","1,727","2,471","1,415","1,826","2,547","1,359","2,090","1,055","2,307","1,197"
2021,11,30,"27,686","1,523","1,271","1,331","2,443","1,597","1,639","1,776","2,218","1,497","1,733","2,337","1,417","2,141",928,"2,419","1,416"
2021,11,40,"26,878","1,639","1,385","1,044","2,260","1,416","1,600","1,731","1,238","1,301","1,525","2,816","1,348","2,010","1,083","2,966","1,516"
2021,11,50,"34,158","2,332","1,648","1,195","3,085","1,911","2,323","2,205","1,522","1,685","2,198","2,875","1,590","2,812","1,577","3,354","1,846"
2021,11,60,"31,205","1,956","1,588","1,001","2,620","1,840","2,154","1,837","1,322","1,666","2,084","2,600","1,607","2,680","1,412","3,003","1,835"
2021,11,70,"16,969","1,130","1,035",539,"1,538","1,021","1,221",880,704,870,"1,167","1,394",824,"1,405",781,"1,531",929
2021,11,80,"7,631",473,368,222,652,419,516,435,296,350,562,617,349,683,343,816,530
2021,11,90,"1,256",89,48,26,88,73,86,73,48,50,65,100,51,123,76,179,81
2021,11,100,60,4,3,0,3,1,3,3,11,1,2,8,2,5,1,10,3
2021,12,총,"196,238","12,049","9,559","7,363","16,896","10,822","12,487","12,332","10,540","9,987","12,094","17,804","9,545","16,045","8,155","19,860","10,700"
2021,12,0,"10,324",549,476,702,681,496,482,827,381,545,457,"1,042",461,917,324,"1,414",570
2021,12,10,"12,515",731,569,426,925,570,662,867,342,641,521,"1,471",551,"1,019",573,"1,845",802
2021,12,20,"27,491","1,602","1,179",869,"2,609","1,480","1,816","1,712","2,469","1,402","1,813","2,540","1,353","2,102","1,048","2,311","1,186"
2021,12,30,"27,700","1,541","1,268","1,327","2,439","1,585","1,633","1,769","2,231","1,496","1,725","2,326","1,398","2,211",934,"2,408","1,409"
2021,12,40,"26,866","1,621","1,383","1,058","2,246","1,419","1,594","1,729","1,231","1,288","1,516","2,814","1,355","2,057","1,076","2,975","1,504"
2021,12,50,"34,111","2,342","1,647","1,195","3,087","1,910","2,313","2,193","1,506","1,678","2,192","2,871","1,585","2,820","1,583","3,346","1,843"
2021,12,60,"31,274","1,963","1,588",997,"2,622","1,849","2,166","1,834","1,329","1,664","2,079","2,616","1,606","2,688","1,410","3,022","1,841"
2021,12,70,"16,968","1,131","1,029",538,"1,541","1,023","1,211",885,700,865,"1,163","1,400",829,"1,400",789,"1,529",935
2021,12,80,"7,690",477,372,228,654,418,520,439,299,355,563,618,353,704,340,825,525
2021,12,90,"1,250",89,45,23,90,71,87,74,49,52,65,98,52,122,76,175,82
2021,12,100,49,3,3,0,2,1,3,3,3,1,0,8,2,5,2,10,3
