년도,월,나이,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2021,9,40,"33,310","1,504","2,574","1,096",507,"1,755","1,517","2,687","5,880","3,173","3,211","3,386","1,820","4,200"
2021,9,50,"40,280","1,955","3,292","1,728",878,"2,030","2,463","3,320","5,770","4,968","4,643","3,565","1,978","3,690"
2021,9,60,"33,304","2,112","2,716","1,544",954,"1,508","2,848","3,168","4,419","3,932","3,649","3,033","1,090","2,331"
2021,9,70,"14,703","1,277","1,048",795,452,686,"1,514","1,441","1,747","1,825","1,433","1,110",373,"1,002"
2021,9,80,"5,356",438,351,275,152,240,583,622,555,747,480,411,134,368
2021,9,90,628,54,40,39,14,35,47,69,82,73,57,41,21,56
2021,9,100,16,2,2,0,0,0,0,0,2,0,4,2,1,3
2021,10,총,"213,579","11,186","16,998","8,688","4,471","11,291","12,731","18,396","33,173","22,668","22,065","20,200","10,834","20,878"
2021,10,0,"15,474",513,"1,304",379,197,903,401,"1,234","3,217",954,"1,379","1,924","1,270","1,799"
2021,10,10,"19,580",673,"1,295",571,299,"1,071",620,"1,532","3,673","1,904","2,191","1,918","1,285","2,548"
2021,10,20,"25,470","1,298","1,992","1,247",537,"1,458","1,486","2,139","3,639","3,073","2,806","2,116","1,269","2,410"
2021,10,30,"25,359","1,340","2,364","1,027",473,"1,592","1,257","2,204","4,149","2,016","2,222","2,682","1,579","2,454"
2021,10,40,"33,200","1,499","2,578","1,098",505,"1,729","1,523","2,678","5,876","3,139","3,180","3,377","1,821","4,197"
2021,10,50,"40,286","1,965","3,293","1,717",881,"2,051","2,449","3,304","5,785","4,951","4,647","3,560","1,980","3,703"
2021,10,60,"33,426","2,122","2,723","1,548",958,"1,529","2,848","3,168","4,428","3,975","3,659","3,048","1,091","2,329"
2021,10,70,"14,732","1,278","1,048",789,454,679,"1,517","1,443","1,762","1,818","1,439","1,113",381,"1,011"
2021,10,80,"5,396",441,357,272,153,242,583,625,562,762,479,417,136,367
2021,10,90,639,54,42,40,14,37,47,69,80,76,59,43,21,57
2021,10,100,17,3,2,0,0,0,0,0,2,0,4,2,1,3
2021,11,총,"213,441","11,219","16,964","8,681","4,423","11,268","12,691","18,343","33,155","22,715","22,079","20,203","10,837","20,863"
2021,11,0,"15,382",519,"1,299",366,192,897,392,"1,225","3,202",946,"1,375","1,919","1,267","1,783"
2021,11,10,"19,555",672,"1,300",570,295,"1,072",618,"1,530","3,669","1,902","2,181","1,913","1,287","2,546"
2021,11,20,"25,394","1,299","1,979","1,251",528,"1,449","1,478","2,131","3,638","3,051","2,812","2,116","1,260","2,402"
2021,11,30,"25,261","1,348","2,349","1,012",463,"1,595","1,253","2,183","4,126","2,033","2,228","2,666","1,578","2,427"
2021,11,40,"33,173","1,502","2,585","1,100",501,"1,715","1,518","2,684","5,857","3,119","3,175","3,383","1,823","4,211"
2021,11,50,"40,298","1,959","3,276","1,727",877,"2,046","2,443","3,301","5,797","4,959","4,646","3,567","1,978","3,722"
2021,11,60,"33,489","2,137","2,721","1,551",944,"1,533","2,842","3,155","4,445","4,016","3,669","3,051","1,102","2,323"
2021,11,70,"14,792","1,286","1,054",789,456,679,"1,516","1,437","1,775","1,835","1,444","1,128",380,"1,013"
2021,11,80,"5,433",441,357,275,153,245,581,626,565,777,484,417,139,373
2021,11,90,648,53,42,40,14,37,50,71,79,77,61,42,22,60
2021,11,100,16,3,2,0,0,0,0,0,2,0,4,1,1,3
2021,12,총,"212,883","11,223","16,804","8,658","4,377","11,227","12,644","18,222","33,110","22,693","22,032","20,241","10,811","20,841"
2021,12,0,"15,265",513,"1,274",368,191,892,390,"1,218","3,195",932,"1,361","1,901","1,259","1,771"
2021,12,10,"19,455",665,"1,295",571,291,"1,065",605,"1,526","3,660","1,892","2,171","1,913","1,270","2,531"
2021,12,20,"25,187","1,299","1,919","1,241",520,"1,424","1,472","2,106","3,603","3,025","2,789","2,122","1,258","2,409"
2021,12,30,"25,105","1,352","2,313",998,463,"1,598","1,251","2,146","4,095","2,045","2,211","2,659","1,569","2,405"
2021,12,40,"33,097","1,502","2,586","1,103",497,"1,713","1,504","2,680","5,839","3,095","3,189","3,383","1,814","4,192"
2021,12,50,"40,252","1,957","3,233","1,727",863,"2,046","2,417","3,280","5,816","4,947","4,628","3,602","1,982","3,754"
2021,12,60,"33,526","2,143","2,727","1,541",932,"1,530","2,846","3,137","4,454","4,046","3,676","3,062","1,115","2,317"
2021,12,70,"14,861","1,284","1,059",794,452,676,"1,525","1,444","1,789","1,854","1,454","1,131",377,"1,022"
2021,12,80,"5,467",451,353,274,153,246,584,618,578,779,487,424,143,377
2021,12,90,657,54,45,41,15,37,50,67,79,78,64,43,23,61
2021,12,100,11,3,0,0,0,0,0,0,2,0,2,1,1,2
