년도,월,나이,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021,2,50,"39,435",382,"1,659",424,"1,444","1,777",928,"1,191",642,775,"1,491",605,"2,681",630,"2,971","3,065","2,159","2,501","3,631","1,798","2,859","2,692","1,113","2,017"
2021,2,60,"28,089",444,"1,393",419,"1,021","1,274","1,051",901,660,862,"1,455",519,"1,889",693,"2,101","2,176","1,571","1,789","1,656","1,322","1,789","1,001","1,126",977
2021,2,70,"16,174",284,936,224,584,840,827,501,444,493,"1,032",275,873,401,"1,061","1,080",855,952,960,620,900,721,668,643
2021,2,80,"8,066",139,500,117,274,424,393,258,219,226,535,125,437,197,444,467,446,408,510,400,542,409,230,366
2021,2,90,"1,154",24,88,20,30,53,39,32,29,36,89,18,94,22,83,77,66,69,72,43,63,26,29,52
2021,2,100,77,3,10,0,5,6,5,1,3,0,10,0,4,1,1,4,2,2,2,3,5,2,6,2
2021,3,총,"220,168","2,569","12,136","1,962","9,953","10,442","4,757","5,610","4,404","4,119","9,126","3,491","14,664","3,341","18,008","18,637","11,147","12,731","18,385","8,459","13,450","14,846","5,783","12,148"
2021,3,0,"16,219",188,"1,190",82,"1,089",816,119,295,132,136,595,82,"1,104",146,"1,650","2,177",642,773,"1,326",438,788,"1,106",313,"1,032"
2021,3,10,"20,489",185,"1,007",84,"1,101","1,103",202,434,219,208,572,172,"1,439",192,"1,901","1,548",813,"1,168","2,361",763,"1,114","2,108",312,"1,483"
2021,3,20,"28,494",275,"1,478",200,"1,038","1,096",422,723,"1,178",552,"1,140",965,"1,919",311,"1,996","1,799","1,838","1,767","2,485","1,067","1,981","1,929",621,"1,714"
2021,3,30,"25,292",319,"1,816",186,"1,456","1,190",302,514,442,391,948,389,"1,754",342,"2,353","3,120","1,168","1,268","1,710",709,"1,384","1,478",648,"1,405"
2021,3,40,"36,526",325,"2,048",208,"1,920","1,852",487,752,439,448,"1,255",350,"2,453",408,"3,419","3,114","1,577","2,039","3,634","1,279","2,032","3,341",706,"2,440"
2021,3,50,"39,246",381,"1,673",416,"1,426","1,765",907,"1,192",634,763,"1,485",597,"2,662",616,"2,969","3,055","2,144","2,469","3,639","1,794","2,829","2,705","1,106","2,019"
2021,3,60,"28,357",446,"1,391",425,"1,031","1,285","1,054",906,666,868,"1,461",518,"1,912",704,"2,110","2,196","1,593","1,816","1,679","1,343","1,811","1,020","1,135",987
2021,3,70,"16,183",286,928,223,581,848,829,502,442,495,"1,017",274,881,400,"1,073","1,078",852,949,963,623,901,722,672,644
2021,3,80,"8,126",138,505,118,275,429,392,258,220,224,552,127,444,196,452,468,453,410,513,400,540,410,232,370
2021,3,90,"1,160",23,89,20,31,52,40,33,29,34,91,17,91,25,84,78,65,70,73,40,64,26,32,53
2021,3,100,76,3,11,0,5,6,3,1,3,0,10,0,5,1,1,4,2,2,2,3,6,1,6,1
2021,4,총,"220,104","2,565","12,131","1,968","9,946","10,425","4,752","5,599","4,378","4,089","9,061","3,497","14,938","3,326","17,976","18,605","11,147","12,702","18,344","8,429","13,474","14,823","5,769","12,160"
2021,4,0,"16,140",189,"1,181",81,"1,068",821,116,295,128,136,584,80,"1,122",145,"1,656","2,168",641,769,"1,322",432,790,"1,085",309,"1,022"
2021,4,10,"20,479",182,"1,008",85,"1,121","1,099",204,428,214,207,564,174,"1,485",191,"1,889","1,547",807,"1,164","2,342",749,"1,117","2,104",315,"1,483"
2021,4,20,"28,406",268,"1,484",202,"1,028","1,086",412,719,"1,178",541,"1,136",972,"1,943",309,"1,980","1,793","1,837","1,748","2,473","1,067","1,983","1,918",612,"1,717"
2021,4,30,"25,250",328,"1,811",187,"1,443","1,186",304,515,445,389,934,387,"1,818",336,"2,323","3,087","1,181","1,248","1,711",704,"1,395","1,482",639,"1,397"
2021,4,40,"36,463",320,"2,058",210,"1,925","1,839",490,748,433,439,"1,246",357,"2,498",400,"3,411","3,113","1,566","2,049","3,612","1,257","2,026","3,321",710,"2,435"
2021,4,50,"39,237",379,"1,666",416,"1,424","1,777",904,"1,190",624,756,"1,460",594,"2,693",613,"2,984","3,065","2,136","2,460","3,631","1,797","2,828","2,711","1,097","2,032"
2021,4,60,"28,530",447,"1,395",427,"1,041","1,283","1,054",909,670,862,"1,477",519,"1,946",703,"2,107","2,204","1,605","1,830","1,705","1,351","1,817","1,043","1,142",993
2021,4,70,"16,166",289,915,218,579,846,836,505,436,500,"1,008",270,879,399,"1,085","1,069",850,954,960,626,908,717,670,647
2021,4,80,"8,190",137,508,122,280,428,390,256,220,223,554,127,456,201,458,475,457,411,517,402,541,413,235,379
2021,4,90,"1,169",23,94,20,32,54,40,33,27,36,87,17,93,28,82,80,65,67,70,41,64,28,34,54
2021,4,100,74,3,11,0,5,6,2,1,3,0,11,0,5,1,1,4,2,2,1,3,5,1,6,1
2021,5,총,"219,856","2,545","12,076","1,962","9,918","10,400","4,744","5,603","4,364","4,076","9,014","3,499","15,110","3,330","17,983","18,559","11,139","12,699","18,346","8,376","13,436","14,798","5,749","12,130"
2021,5,0,"16,066",186,"1,177",82,"1,058",816,116,291,129,135,577,77,"1,146",148,"1,648","2,149",638,764,"1,318",431,783,"1,073",307,"1,017"
2021,5,10,"20,400",184,"1,000",82,"1,125","1,097",199,424,218,203,555,174,"1,490",191,"1,886","1,545",805,"1,165","2,331",738,"1,111","2,097",309,"1,471"
2021,5,20,"28,395",268,"1,487",197,"1,020","1,090",409,725,"1,184",533,"1,137",969,"1,975",309,"1,985","1,784","1,841","1,747","2,470","1,066","1,976","1,911",602,"1,710"
2021,5,30,"25,180",327,"1,820",188,"1,433","1,172",306,514,441,387,923,394,"1,836",334,"2,312","3,080","1,177","1,237","1,717",697,"1,376","1,483",641,"1,385"
2021,5,40,"36,265",320,"2,035",210,"1,924","1,837",487,739,434,436,"1,230",359,"2,525",402,"3,392","3,092","1,559","2,038","3,587","1,237","2,009","3,288",708,"2,417"
2021,5,50,"39,218",370,"1,672",411,"1,412","1,765",903,"1,187",606,756,"1,456",598,"2,721",606,"2,992","3,054","2,125","2,470","3,645","1,782","2,829","2,722","1,090","2,046"
2021,5,60,"28,708",442,"1,381",431,"1,047","1,296","1,055",918,670,870,"1,474",518,"1,977",712,"2,124","2,223","1,623","1,842","1,727","1,350","1,831","1,060","1,142",995
2021,5,70,"16,172",288,907,220,583,845,834,512,434,494,"1,000",268,896,397,"1,095","1,071",843,953,960,625,907,716,672,652
2021,5,80,"8,233",136,505,121,279,423,390,258,220,224,564,128,449,203,465,476,462,415,523,408,548,418,238,380
2021,5,90,"1,165",23,91,19,32,55,43,34,27,38,87,14,92,27,83,80,65,66,67,40,63,29,34,56
2021,5,100,54,1,1,1,5,4,2,1,1,0,11,0,3,1,1,5,1,2,1,2,3,1,6,1
2021,6,총,"219,664","2,538","12,098","1,941","9,919","10,407","4,704","5,604","4,377","4,049","8,939","3,489","15,211","3,309","17,985","18,523","11,132","12,685","18,319","8,383","13,448","14,785","5,689","12,130"
2021,6,0,"16,022",186,"1,178",82,"1,049",818,118,293,128,135,571,76,"1,151",146,"1,641","2,146",632,757,"1,312",426,787,"1,069",304,"1,017"
2021,6,10,"20,367",185,999,81,"1,122","1,092",200,422,228,204,555,164,"1,489",193,"1,880","1,553",805,"1,162","2,323",738,"1,112","2,085",307,"1,468"
2021,6,20,"28,395",264,"1,485",201,"1,030","1,091",405,730,"1,188",532,"1,130",976,"2,000",306,"1,988","1,770","1,840","1,737","2,458","1,068","1,951","1,923",604,"1,718"
2021,6,30,"25,132",326,"1,818",186,"1,436","1,171",296,521,433,383,916,399,"1,857",323,"2,312","3,055","1,178","1,236","1,721",699,"1,386","1,475",644,"1,361"
2021,6,40,"36,188",320,"2,034",206,"1,925","1,839",478,734,440,427,"1,228",352,"2,530",402,"3,399","3,102","1,552","2,034","3,563","1,225","2,009","3,277",695,"2,417"
2021,6,50,"39,078",372,"1,685",405,"1,407","1,760",885,"1,172",602,748,"1,439",595,"2,725",599,"2,986","3,039","2,118","2,460","3,636","1,788","2,813","2,721","1,062","2,061"
2021,6,60,"28,856",445,"1,386",428,"1,052","1,301","1,057",926,673,871,"1,472",519,"2,011",709,"2,129","2,227","1,633","1,850","1,744","1,356","1,863","1,071","1,133","1,000"
2021,6,70,"16,190",284,913,218,588,852,829,515,434,489,985,266,910,399,"1,105","1,069",848,961,958,628,903,720,670,646
2021,6,80,"8,226",132,504,117,279,424,391,257,223,222,550,128,444,204,462,477,458,417,536,411,558,413,234,385
2021,6,90,"1,168",23,95,16,29,56,43,32,27,38,84,14,92,27,82,82,67,68,67,42,63,31,34,56
2021,6,100,42,1,1,1,2,3,2,2,1,0,9,0,2,1,1,3,1,3,1,2,3,0,2,1
2021,7,총,"219,543","2,531","12,089","1,938","9,916","10,395","4,706","5,602","4,367","4,042","8,939","3,483","15,224","3,296","18,003","18,567","11,148","12,632","18,289","8,344","13,459","14,782","5,675","12,116"
2021,7,0,"15,945",185,"1,170",80,"1,054",813,117,293,129,136,561,73,"1,154",148,"1,633","2,139",632,743,"1,300",425,781,"1,069",304,"1,006"
2021,7,10,"20,289",181,997,80,"1,123","1,085",199,418,222,202,557,164,"1,490",189,"1,881","1,567",799,"1,150","2,309",729,"1,105","2,084",299,"1,459"
2021,7,20,"28,342",263,"1,478",198,"1,018","1,098",409,728,"1,185",533,"1,140",979,"1,997",300,"1,991","1,777","1,848","1,716","2,455","1,048","1,947","1,911",594,"1,729"
2021,7,30,"25,044",324,"1,814",185,"1,432","1,165",297,523,425,385,903,396,"1,860",320,"2,306","3,051","1,171","1,228","1,703",701,"1,395","1,475",642,"1,343"
2021,7,40,"36,097",317,"2,036",204,"1,928","1,827",474,729,441,420,"1,227",345,"2,532",401,"3,393","3,114","1,553","2,030","3,549","1,220","2,000","3,265",690,"2,402"
2021,7,50,"39,052",372,"1,678",407,"1,414","1,758",873,"1,174",597,743,"1,443",599,"2,717",592,"2,997","3,034","2,121","2,443","3,641","1,770","2,811","2,731","1,062","2,075"
2021,7,60,"29,064",445,"1,394",429,"1,050","1,314","1,070",932,675,877,"1,477",518,"2,032",714,"2,134","2,249","1,643","1,863","1,762","1,367","1,893","1,068","1,143","1,015"
2021,7,70,"16,226",285,914,218,582,854,828,515,440,490,990,266,904,400,"1,119","1,073",852,967,964,627,900,728,669,641
2021,7,80,"8,271",135,513,119,283,422,393,256,225,215,552,128,447,202,466,478,458,421,537,412,563,419,237,390
2021,7,90,"1,168",23,94,16,30,56,44,32,27,40,80,15,89,29,82,82,70,68,68,42,61,32,33,55
2021,7,100,45,1,1,2,2,3,2,2,1,1,9,0,2,1,1,3,1,3,1,3,3,0,2,1
2021,8,총,"219,488","2,532","12,106","1,941","9,905","10,423","4,689","5,596","4,346","4,029","8,940","3,485","15,226","3,287","18,008","18,593","11,138","12,628","18,258","8,334","13,479","14,774","5,668","12,103"
2021,8,0,"15,878",185,"1,160",80,"1,054",822,115,296,128,133,560,74,"1,152",147,"1,622","2,140",624,727,"1,286",423,786,"1,066",303,995
2021,8,10,"20,209",181,999,84,"1,120","1,085",191,414,217,200,559,161,"1,479",189,"1,892","1,574",793,"1,135","2,313",717,"1,100","2,062",292,"1,452"
2021,8,20,"28,324",265,"1,484",200,"1,012","1,103",409,722,"1,170",535,"1,147",982,"2,001",294,"1,977","1,757","1,863","1,718","2,443","1,042","1,947","1,917",594,"1,742"
2021,8,30,"24,958",326,"1,814",186,"1,414","1,166",300,523,425,374,899,397,"1,865",321,"2,281","3,043","1,154","1,224","1,692",702,"1,406","1,478",629,"1,339"
2021,8,40,"35,998",314,"2,042",202,"1,930","1,827",466,734,437,423,"1,235",342,"2,523",397,"3,393","3,141","1,547","2,023","3,532","1,200","1,982","3,232",692,"2,384"
2021,8,50,"39,125",370,"1,682",401,"1,421","1,763",871,"1,165",592,735,"1,429",600,"2,724",584,"3,020","3,039","2,123","2,451","3,649","1,783","2,818","2,751","1,065","2,089"
2021,8,60,"29,175",442,"1,396",432,"1,055","1,318","1,066",937,676,883,"1,471",518,"2,045",711,"2,141","2,257","1,652","1,874","1,770","1,375","1,908","1,083","1,147","1,018"
2021,8,70,"16,292",286,921,219,583,859,829,514,443,487,997,264,900,404,"1,130","1,079",861,977,971,628,903,727,669,641
2021,8,80,"8,306",139,512,119,283,422,397,257,229,217,551,132,445,210,467,476,451,428,533,420,564,426,239,389
2021,8,90,"1,179",23,95,16,31,55,43,33,28,41,83,15,90,29,84,84,69,68,68,41,62,32,36,53
2021,8,100,44,1,1,2,2,3,2,1,1,1,9,0,2,1,1,3,1,3,1,3,3,0,2,1
2021,9,총,"219,603","2,542","12,111","1,936","9,915","10,402","4,670","5,607","4,373","4,056","8,940","3,507","15,220","3,283","18,007","18,568","11,164","12,600","18,240","8,313","13,641","14,731","5,652","12,125"
2021,9,0,"15,802",187,"1,155",80,"1,050",811,116,297,129,136,554,79,"1,143",143,"1,618","2,116",618,727,"1,278",415,799,"1,051",300,"1,000"
2021,9,10,"20,206",183,997,86,"1,128","1,081",188,411,222,200,565,162,"1,476",190,"1,880","1,596",799,"1,117","2,307",716,"1,112","2,041",291,"1,458"
2021,9,20,"28,335",261,"1,474",197,"1,009","1,107",400,728,"1,184",543,"1,153",998,"2,006",299,"1,972","1,744","1,879","1,725","2,431","1,025","1,967","1,917",587,"1,729"
2021,9,30,"24,906",332,"1,817",180,"1,410","1,159",299,529,419,381,895,402,"1,844",316,"2,273","3,016","1,152","1,216","1,678",702,"1,458","1,458",628,"1,342"
2021,9,40,"35,936",319,"2,045",203,"1,929","1,811",459,731,443,421,"1,239",337,"2,519",395,"3,399","3,153","1,539","2,002","3,516","1,186","1,998","3,218",687,"2,387"
2021,9,50,"39,243",368,"1,694",397,"1,424","1,779",865,"1,166",595,736,"1,421",601,"2,734",583,"3,028","3,033","2,130","2,462","3,671","1,784","2,848","2,771","1,062","2,091"
2021,9,60,"29,264",441,"1,395",430,"1,062","1,316","1,074",941,678,883,"1,472",513,"2,057",707,"2,157","2,271","1,656","1,866","1,783","1,378","1,918","1,088","1,151","1,027"
2021,9,70,"16,312",285,925,221,588,856,826,514,444,488,997,271,897,404,"1,125","1,077",863,984,975,634,908,724,664,642
2021,9,80,"8,365",142,514,124,282,425,400,256,230,225,553,130,451,217,471,475,453,430,533,425,562,430,246,391
2021,9,90,"1,191",23,94,16,31,54,41,33,28,42,83,14,91,28,83,84,74,69,67,45,67,33,34,57
2021,9,100,43,1,1,2,2,3,2,1,1,1,8,0,2,1,1,3,1,2,1,3,4,0,2,1
2021,10,총,"219,302","2,532","12,064","1,929","9,888","10,391","4,659","5,602","4,387","4,041","8,899","3,486","15,207","3,276","18,003","18,543","11,144","12,607","18,210","8,304","13,681","14,716","5,619","12,114"
2021,10,0,"15,675",184,"1,139",79,"1,038",809,115,293,127,136,548,79,"1,127",139,"1,623","2,101",607,719,"1,266",410,810,"1,039",296,991
2021,10,10,"20,147",179,996,84,"1,132","1,084",184,415,224,194,555,158,"1,483",191,"1,880","1,603",793,"1,115","2,298",709,"1,110","2,017",289,"1,454"
2021,10,20,"28,258",262,"1,464",195,"1,004","1,099",399,721,"1,192",548,"1,148",995,"2,002",297,"1,954","1,726","1,876","1,726","2,427","1,029","1,965","1,931",578,"1,720"
2021,10,30,"24,777",331,"1,791",181,"1,386","1,146",302,525,416,380,893,397,"1,838",316,"2,265","2,996","1,149","1,224","1,659",696,"1,476","1,452",623,"1,335"
2021,10,40,"35,798",316,"2,048",203,"1,917","1,807",455,728,449,422,"1,224",333,"2,527",391,"3,397","3,153","1,525","1,981","3,491","1,177","1,992","3,204",677,"2,381"
2021,10,50,"39,318",372,"1,689",396,"1,437","1,780",861,"1,170",595,729,"1,423",595,"2,732",584,"3,038","3,035","2,144","2,472","3,695","1,778","2,859","2,784","1,050","2,100"
2021,10,60,"29,347",437,"1,399",427,"1,066","1,321","1,067",939,675,879,"1,466",510,"2,059",709,"2,168","2,290","1,653","1,886","1,784","1,395","1,929","1,093","1,161","1,034"
2021,10,70,"16,332",286,921,221,591,859,835,519,447,481,998,270,897,399,"1,129","1,074",859,974,985,638,903,737,665,644
2021,10,80,"8,411",142,521,124,284,429,400,257,232,228,556,134,453,220,468,478,460,440,535,422,565,425,244,394
2021,10,90,"1,195",22,95,17,31,54,39,34,29,43,80,15,87,29,80,84,77,68,68,47,68,34,34,60
2021,10,100,44,1,1,2,2,3,2,1,1,1,8,0,2,1,1,3,1,2,2,3,4,0,2,1
2021,11,총,"219,378","2,526","12,113","1,927","9,851","10,360","4,646","5,595","4,361","4,008","8,851","3,464","15,246","3,271","17,931","18,433","11,094","12,546","18,044","8,243","13,588","14,573","5,589","13,118"
2021,11,0,"15,617",186,"1,151",80,"1,024",796,113,287,125,130,536,78,"1,131",135,"1,608","2,077",600,713,"1,237",390,780,"1,019",293,"1,128"
2021,11,10,"20,111",180,"1,001",82,"1,131","1,076",183,419,218,192,552,149,"1,483",191,"1,866","1,592",783,"1,102","2,265",694,"1,104","2,002",283,"1,563"
2021,11,20,"28,209",258,"1,480",199,990,"1,093",396,720,"1,180",546,"1,138",992,"1,988",297,"1,951","1,712","1,859","1,725","2,410","1,018","1,943","1,898",573,"1,843"
2021,11,30,"24,783",336,"1,787",180,"1,377","1,138",302,523,415,372,888,395,"1,840",314,"2,236","2,960","1,137","1,230","1,625",690,"1,463","1,426",623,"1,526"
2021,11,40,"35,740",314,"2,057",203,"1,926","1,798",449,724,448,419,"1,217",331,"2,544",391,"3,376","3,129","1,517","1,954","3,446","1,152","1,965","3,153",661,"2,566"
2021,11,50,"39,406",371,"1,691",391,"1,428","1,785",868,"1,171",589,719,"1,409",595,"2,753",580,"3,039","3,019","2,141","2,452","3,685","1,775","2,841","2,779","1,048","2,277"
2021,11,60,"29,472",433,"1,405",428,"1,059","1,325","1,055",941,682,878,"1,468",512,"2,063",711,"2,171","2,305","1,659","1,890","1,784","1,412","1,938","1,107","1,156","1,090"
2021,11,70,"16,335",284,919,221,598,857,837,519,442,485,998,263,898,399,"1,135","1,067",858,962,987,636,912,731,671,656
2021,11,80,"8,465",141,528,124,283,435,401,256,231,224,553,134,456,222,470,486,460,449,532,430,575,423,245,407
2021,11,90,"1,198",22,93,17,33,54,40,34,30,42,84,15,88,31,78,83,79,67,72,43,63,35,34,61
2021,11,100,42,1,1,2,2,3,2,1,1,1,8,0,2,0,1,3,1,2,1,3,4,0,2,1
2021,12,총,"219,588","2,505","12,190","1,912","9,766","10,301","4,632","5,549","4,312","4,007","8,808","3,405","15,444","3,257","17,877","18,335","11,002","12,410","17,832","8,148","13,551","14,363","5,543","14,439"
2021,12,0,"15,612",184,"1,156",78,"1,018",784,113,281,118,132,537,77,"1,153",129,"1,588","2,064",589,688,"1,202",382,768,"1,000",285,"1,286"
2021,12,10,"20,085",174,"1,012",82,"1,125","1,068",182,418,218,196,554,144,"1,492",188,"1,861","1,569",760,"1,087","2,217",677,"1,086","1,946",277,"1,752"
2021,12,20,"28,067",255,"1,466",194,980,"1,076",395,697,"1,155",539,"1,116",962,"2,001",297,"1,935","1,699","1,836","1,721","2,389",996,"1,948","1,871",564,"1,975"
2021,12,30,"24,824",335,"1,800",179,"1,357","1,135",303,522,415,372,895,389,"1,876",307,"2,220","2,922","1,126","1,209","1,593",674,"1,465","1,389",606,"1,735"
2021,12,40,"35,739",313,"2,067",194,"1,907","1,784",446,719,434,424,"1,214",325,"2,579",386,"3,362","3,115","1,496","1,917","3,381","1,122","1,932","3,066",666,"2,890"
2021,12,50,"39,519",363,"1,707",395,"1,414","1,787",866,"1,159",592,718,"1,408",591,"2,787",576,"3,043","3,020","2,136","2,433","3,642","1,770","2,820","2,776","1,043","2,473"
2021,12,60,"29,568",426,"1,429",424,"1,051","1,323","1,056",937,679,872,"1,451",508,"2,095",713,"2,170","2,300","1,658","1,878","1,798","1,416","1,955","1,117","1,149","1,163"
2021,12,70,"16,395",290,933,219,594,853,829,518,442,486,991,260,916,403,"1,140","1,064",858,956,990,637,931,736,676,673
2021,12,80,"8,547",142,525,130,284,438,403,262,229,225,559,133,457,227,475,494,462,454,547,431,574,427,241,428
2021,12,90,"1,202",22,95,15,34,50,37,35,30,42,83,16,86,31,82,86,80,65,72,40,69,35,35,62
2021,12,100,30,1,0,2,2,3,2,1,0,1,0,0,2,0,1,2,1,2,1,3,3,0,1,2
