년도,월,나이,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020,9,30,"142,115","67,061","1,521","4,120","7,824","2,510","1,298","2,390","4,243","4,553","3,410","4,178","1,813","4,311","4,354","2,312","2,768","4,956","5,161","5,075",264,"38,222","3,759","5,623","2,912","4,756","4,551","3,406","2,286","1,605","1,645","4,775","2,904","36,832","3,255","1,970","3,522","7,181","3,283","3,404","5,383","2,951","5,883"
2020,9,40,"182,994","78,495","2,228","4,294","8,412","3,552","1,800","1,822","3,597","3,561","5,341","5,747","2,324","6,030","6,349","2,824","3,602","5,090","7,657","3,959",306,"51,582","6,932","7,485","3,696","6,968","5,129","3,810","4,254","3,006","1,950","4,850","3,502","52,917","4,463","2,628","7,320","9,371","4,785","4,889","5,701","3,816","9,944"
2020,9,50,"194,089","82,449","3,215","3,288","6,363","4,235","2,095","1,543","3,241","2,583","5,054","6,942","3,198","7,613","5,786","4,080","4,269","6,028","9,307","3,131",478,"55,683","6,198","9,269","4,539","6,947","5,725","3,856","4,851","3,131","1,860","4,755","4,552","55,957","5,271","4,241","6,538","9,530","5,011","5,253","6,802","3,952","9,359"
2020,9,60,"118,257","55,512","2,303","2,761","4,585","2,877","1,582",939,"2,655","2,014","4,014","5,657","2,254","3,998","3,051","2,896","2,711","3,312","5,040","2,413",450,"31,973","2,845","5,504","2,913","4,130","3,247","2,246","2,532","1,548","1,156","2,426","3,426","30,772","3,197","2,647","3,093","4,475","3,000","3,140","3,774","2,238","5,208"
2020,9,70,"61,649","30,205","1,240","1,301","2,445","1,569",941,485,"1,516","1,024","2,441","3,102","1,202","2,571","1,709","1,442","1,368","1,839","2,626","1,118",266,"15,486","1,349","2,730","1,437","1,995","1,479","1,154","1,193",847,445,"1,239","1,618","15,958","1,824","1,243","1,358","2,329","1,752","1,974","1,861","1,100","2,517"
2020,9,80,"32,460","14,697",615,540,"1,011",780,537,217,627,384,"1,065","1,333",560,"1,473","1,017",729,725,998,"1,483",491,112,"8,643",639,"1,569",724,"1,063",764,664,716,678,159,809,858,"9,120",900,680,840,"1,338","1,219","1,438",954,569,"1,182"
2020,9,90,"4,686","2,029",79,75,130,105,62,43,67,71,135,202,90,176,123,106,93,130,231,96,15,"1,356",104,261,100,161,100,91,116,111,33,107,172,"1,301",116,98,143,205,171,197,127,76,168
2020,9,100,331,210,6,5,5,11,4,19,15,12,13,43,12,16,4,6,4,8,4,17,6,62,4,16,6,4,6,6,9,1,3,3,4,59,11,5,6,3,8,10,7,2,7
2020,10,총,"1,076,564","474,658","15,169","23,773","45,433","21,859","11,548","11,264","22,422","20,726","30,534","36,649","15,726","38,241","33,576","19,213","22,247","32,563","46,145","25,029","2,541","298,726","34,658","47,531","23,739","39,297","30,911","20,902","24,545","16,719","10,704","26,751","22,969","303,180","27,816","18,781","36,238","52,411","28,164","29,451","36,462","21,884","51,973"
2020,10,0,"82,451","38,587",584,"3,171","5,493","1,333",667,"1,525","2,230","2,554","2,306","2,180",928,"2,074","2,711",746,"1,460","2,315","2,802","3,424",84,"20,883","3,339","3,484","1,247","3,249","2,075",912,"1,443","1,243","1,370","1,122","1,399","22,981","2,042",944,"2,672","4,725","1,926","2,033","2,288","1,669","4,682"
2020,10,10,"105,464","41,535","1,240","1,937","3,926","1,891","1,083",794,"1,443","1,487","3,178","2,846","1,246","3,728","3,822","1,253","2,095","2,892","4,938","1,599",137,"29,796","4,672","4,550","2,149","4,591","2,810","1,358","3,310","2,243",949,"1,602","1,562","34,133","2,694","1,522","5,897","5,679","3,304","3,236","3,082","2,323","6,396"
2020,10,20,"150,740","62,797","2,152","2,316","5,103","2,988","1,464","1,476","2,719","2,331","3,581","4,376","2,130","6,251","4,641","2,884","3,142","5,038","6,958","2,830",417,"44,919","4,767","7,021","4,044","5,402","5,013","3,427","3,879","2,300","1,133","5,002","2,931","43,024","4,034","2,809","4,854","7,540","3,707","3,873","6,398","3,138","6,671"
2020,10,30,"142,116","67,274","1,524","4,070","7,779","2,520","1,295","2,380","4,256","4,589","3,379","4,151","1,806","4,306","4,347","2,292","2,755","4,923","5,113","5,517",272,"38,125","3,755","5,604","2,925","4,744","4,502","3,388","2,277","1,605","1,640","4,783","2,902","36,717","3,257","1,945","3,520","7,176","3,295","3,367","5,370","2,952","5,835"
2020,10,40,"182,591","78,543","2,208","4,294","8,430","3,526","1,790","1,839","3,617","3,600","5,321","5,762","2,287","5,977","6,320","2,795","3,612","5,050","7,613","4,199",303,"51,376","6,931","7,443","3,667","6,924","5,109","3,769","4,221","3,005","1,951","4,867","3,489","52,672","4,414","2,620","7,304","9,344","4,728","4,885","5,706","3,790","9,881"
2020,10,50,"194,323","82,583","3,196","3,308","6,429","4,242","2,102","1,529","3,259","2,611","5,053","6,946","3,193","7,635","5,782","4,047","4,261","6,038","9,277","3,199",476,"55,705","6,211","9,280","4,507","6,995","5,731","3,847","4,833","3,126","1,860","4,771","4,544","56,035","5,272","4,238","6,516","9,543","5,030","5,252","6,816","3,977","9,391"
2020,10,60,"119,335","56,003","2,325","2,745","4,645","2,879","1,597",951,"2,663","2,052","4,041","5,702","2,274","4,038","3,076","2,925","2,727","3,321","5,095","2,493",454,"32,245","2,885","5,556","2,926","4,144","3,296","2,276","2,540","1,550","1,159","2,442","3,471","31,087","3,244","2,677","3,127","4,500","3,024","3,176","3,819","2,282","5,238"
2020,10,70,"61,832","30,324","1,240","1,318","2,468","1,578",941,489,"1,523","1,029","2,450","3,106","1,191","2,566","1,722","1,432","1,376","1,845","2,634","1,153",263,"15,527","1,343","2,738","1,442","2,012","1,492","1,151","1,192",848,446,"1,245","1,618","15,981","1,819","1,242","1,363","2,345","1,747","1,973","1,882","1,094","2,516"
2020,10,80,"32,645","14,755",613,536,"1,029",786,541,219,627,390,"1,077","1,332",566,"1,476","1,023",727,725,997,"1,479",498,114,"8,717",649,"1,579",726,"1,071",772,672,723,685,158,810,872,"9,173",907,682,832,"1,352","1,224","1,446",961,583,"1,186"
2020,10,90,"4,735","2,046",80,73,126,106,64,42,70,71,135,206,93,174,128,106,90,135,232,100,15,"1,371",102,261,100,161,105,96,118,113,35,104,176,"1,318",122,97,147,203,172,200,133,74,170
2020,10,100,332,211,7,5,5,10,4,20,15,12,13,42,12,16,4,6,4,9,4,17,6,62,4,15,6,4,6,6,9,1,3,3,5,59,11,5,6,4,7,10,7,2,7
2020,11,총,"1,078,047","476,341","15,125","23,772","45,472","21,892","11,543","11,304","22,790","20,939","30,556","36,675","15,707","38,162","33,519","19,174","22,178","32,577","46,136","26,316","2,504","298,725","34,752","47,455","23,721","39,289","30,863","20,947","24,491","16,677","10,700","26,830","23,000","302,981","27,789","18,748","36,146","52,323","28,123","29,434","36,490","21,912","52,016"
2020,11,0,"82,245","38,637",583,"3,142","5,455","1,318",654,"1,528","2,274","2,562","2,290","2,165",922,"2,027","2,676",727,"1,427","2,302","2,783","3,722",80,"20,774","3,318","3,455","1,250","3,239","2,051",910,"1,421","1,239","1,379","1,116","1,396","22,834","2,023",945,"2,652","4,672","1,912","2,033","2,272","1,669","4,656"
2020,11,10,"105,236","41,548","1,226","1,955","3,959","1,885","1,074",798,"1,463","1,502","3,166","2,837","1,242","3,735","3,818","1,243","2,087","2,878","4,907","1,638",135,"29,669","4,693","4,505","2,131","4,567","2,801","1,344","3,292","2,234",941,"1,608","1,553","34,019","2,690","1,516","5,865","5,645","3,276","3,244","3,079","2,311","6,393"
2020,11,20,"150,878","62,894","2,143","2,302","5,100","2,999","1,472","1,482","2,724","2,370","3,602","4,376","2,123","6,250","4,635","2,873","3,125","5,021","6,982","2,915",400,"44,943","4,780","7,041","4,024","5,407","4,979","3,451","3,873","2,298","1,128","5,015","2,947","43,041","4,045","2,788","4,846","7,552","3,716","3,856","6,390","3,147","6,701"
2020,11,30,"142,468","67,715","1,527","4,050","7,751","2,518","1,292","2,371","4,385","4,645","3,374","4,122","1,805","4,275","4,326","2,292","2,749","4,917","5,126","5,928",262,"38,119","3,771","5,579","2,913","4,731","4,509","3,399","2,273","1,589","1,631","4,809","2,915","36,634","3,264","1,940","3,500","7,143","3,289","3,352","5,374","2,960","5,812"
2020,11,40,"182,462","78,753","2,202","4,291","8,441","3,531","1,775","1,855","3,717","3,624","5,321","5,760","2,285","5,950","6,303","2,772","3,578","5,052","7,553","4,444",299,"51,220","6,922","7,412","3,667","6,906","5,105","3,756","4,191","2,994","1,944","4,841","3,482","52,489","4,383","2,597","7,276","9,283","4,703","4,894","5,705","3,780","9,868"
2020,11,50,"194,480","82,733","3,175","3,324","6,439","4,239","2,120","1,532","3,271","2,647","5,064","6,952","3,188","7,603","5,789","4,044","4,248","6,049","9,277","3,296",476,"55,695","6,232","9,227","4,499","7,002","5,727","3,859","4,831","3,119","1,866","4,787","4,546","56,052","5,259","4,232","6,518","9,572","5,018","5,230","6,832","3,978","9,413"
2020,11,60,"120,357","56,493","2,335","2,771","4,682","2,913","1,602",966,"2,702","2,069","4,055","5,745","2,278","4,074","3,079","2,947","2,762","3,354","5,157","2,549",453,"32,522","2,929","5,623","2,951","4,168","3,318","2,293","2,570","1,556","1,165","2,474","3,475","31,342","3,268","2,707","3,136","4,537","3,056","3,204","3,862","2,291","5,281"
2020,11,70,"61,973","30,425","1,240","1,321","2,478","1,576",945,489,"1,538","1,045","2,449","3,124","1,192","2,566","1,728","1,435","1,375","1,851","2,623","1,190",260,"15,582","1,348","2,749","1,447","2,027","1,494","1,152","1,187",848,449,"1,253","1,628","15,966","1,816","1,239","1,367","2,344","1,743","1,963","1,880","1,109","2,505"
2020,11,80,"32,838","14,881",608,540,"1,028",794,541,221,632,393,"1,088","1,348",567,"1,494","1,034",730,734,"1,009","1,489",513,118,"8,749",649,"1,587",723,"1,073",771,679,726,683,159,819,880,"9,208",904,687,834,"1,362","1,231","1,444",951,590,"1,205"
2020,11,90,"4,780","2,051",79,71,134,109,64,42,70,70,133,204,93,172,127,105,89,135,235,104,15,"1,391",106,262,110,165,103,98,118,116,35,105,173,"1,338",126,92,147,209,172,204,138,75,175
2020,11,100,330,211,7,5,5,10,4,20,14,12,14,42,12,16,4,6,4,9,4,17,6,61,4,15,6,4,5,6,9,1,3,3,5,58,11,5,5,4,7,10,7,2,7
2020,12,총,"1,079,216","476,962","15,053","23,720","45,475","21,884","11,522","11,634","23,032","21,154","30,474","36,711","15,670","38,097","33,457","19,114","22,143","32,404","46,041","26,903","2,474","299,716","35,823","47,437","23,699","39,180","30,869","20,920","24,432","16,621","10,848","26,826","23,061","302,538","27,718","18,713","36,092","52,173","28,127","29,344","36,542","21,848","51,981"
2020,12,0,"82,122","38,582",572,"3,122","5,429","1,303",642,"1,593","2,314","2,579","2,254","2,148",905,"2,022","2,648",721,"1,402","2,268","2,763","3,817",80,"20,860","3,506","3,437","1,238","3,223","2,039",884,"1,408","1,236","1,382","1,106","1,401","22,680","2,005",928,"2,650","4,620","1,905","2,029","2,271","1,646","4,626"
2020,12,10,"105,008","41,513","1,207","1,968","3,957","1,861","1,073",829,"1,486","1,520","3,154","2,849","1,231","3,716","3,809","1,233","2,079","2,853","4,874","1,687",127,"29,625","4,768","4,493","2,106","4,542","2,773","1,336","3,290","2,231",947,"1,596","1,543","33,870","2,682","1,494","5,858","5,607","3,267","3,216","3,082","2,288","6,376"
2020,12,20,"150,925","62,879","2,121","2,269","5,112","3,005","1,472","1,500","2,738","2,381","3,615","4,354","2,125","6,242","4,642","2,856","3,120","4,990","6,973","2,974",390,"45,026","4,859","7,022","4,027","5,404","5,014","3,461","3,843","2,281","1,157","5,012","2,946","43,020","4,010","2,795","4,821","7,557","3,741","3,842","6,396","3,144","6,714"
2020,12,30,"142,781","67,900","1,522","4,031","7,689","2,542","1,274","2,440","4,466","4,705","3,334","4,134","1,807","4,267","4,316","2,294","2,758","4,869","5,111","6,080",261,"38,431","4,042","5,542","2,911","4,742","4,527","3,362","2,280","1,569","1,705","4,816","2,935","36,450","3,246","1,937","3,523","7,085","3,272","3,320","5,366","2,922","5,779"
2020,12,40,"182,400","78,754","2,168","4,290","8,444","3,495","1,763","1,932","3,766","3,658","5,320","5,760","2,270","5,923","6,258","2,762","3,556","5,017","7,495","4,583",294,"51,287","7,086","7,425","3,656","6,856","5,051","3,756","4,199","2,991","1,960","4,819","3,488","52,359","4,363","2,594","7,233","9,259","4,699","4,879","5,722","3,764","9,846"
2020,12,50,"194,504","82,749","3,168","3,320","6,468","4,241","2,126","1,560","3,270","2,664","5,073","6,940","3,176","7,575","5,783","4,011","4,254","6,021","9,284","3,348",467,"55,775","6,375","9,203","4,476","6,960","5,738","3,869","4,811","3,106","1,885","4,788","4,564","55,980","5,253","4,205","6,521","9,547","5,024","5,204","6,832","3,989","9,405"
2020,12,60,"121,324","56,886","2,353","2,777","4,701","2,938","1,613",998,"2,723","2,106","4,042","5,793","2,299","4,098","3,094","2,964","2,774","3,384","5,188","2,585",456,"32,825","3,038","5,681","2,982","4,178","3,345","2,315","2,569","1,561","1,165","2,500","3,491","31,613","3,292","2,729","3,147","4,586","3,069","3,230","3,896","2,318","5,346"
2020,12,70,"61,935","30,417","1,244","1,330","2,491","1,579",945,495,"1,538","1,059","2,454","3,110","1,188","2,554","1,736","1,423","1,366","1,844","2,620","1,181",260,"15,627","1,373","2,747","1,442","2,047","1,493","1,157","1,182",849,449,"1,254","1,634","15,891","1,820","1,238","1,351","2,325","1,725","1,951","1,877","1,107","2,497"
2020,12,80,"33,052","14,991",611,531,"1,041",802,549,224,647,399,"1,082","1,375",564,"1,504","1,035",741,738,"1,014","1,496",520,118,"8,792",659,"1,601",743,"1,062",778,677,721,683,162,827,879,"9,269",907,691,837,"1,375","1,250","1,457",954,594,"1,204"
2020,12,90,"4,832","2,077",80,77,137,108,61,43,70,70,132,206,93,180,132,103,91,135,233,111,15,"1,406",112,271,112,162,106,98,120,112,33,105,175,"1,349",130,97,146,208,168,207,139,74,180
2020,12,100,333,214,7,5,6,10,4,20,14,13,14,42,12,16,4,6,5,9,4,17,6,62,5,15,6,4,5,5,9,2,3,3,5,57,10,5,5,4,7,9,7,2,8
2021,1,총,"1,081,175","478,147","15,048","23,678","45,384","21,886","11,508","12,829","23,120","21,356","30,396","36,738","15,659","37,992","33,391","19,119","22,082","32,331","46,022","27,123","2,485","300,665","36,559","47,414","23,717","39,074","30,848","20,946","24,436","16,637","11,003","26,957","23,074","302,363","27,665","18,679","36,048","52,059","28,152","29,332","36,567","21,878","51,983"
2021,1,0,"81,889","38,517",570,"3,089","5,363","1,294",626,"1,884","2,321","2,591","2,202","2,138",890,"1,971","2,617",720,"1,362","2,243","2,720","3,836",80,"20,868","3,626","3,412","1,236","3,163","2,031",886,"1,407","1,224","1,389","1,104","1,390","22,504","1,990",918,"2,636","4,573","1,877","2,011","2,278","1,644","4,577"
2021,1,10,"104,814","41,468","1,184","1,987","3,976","1,847","1,070",917,"1,490","1,545","3,131","2,844","1,218","3,682","3,765","1,228","2,057","2,830","4,867","1,699",131,"29,618","4,854","4,477","2,095","4,518","2,750","1,335","3,295","2,231",945,"1,586","1,532","33,728","2,670","1,478","5,834","5,570","3,253","3,224","3,057","2,273","6,369"
2021,1,20,"150,816","62,787","2,122","2,256","5,062","3,004","1,470","1,544","2,729","2,371","3,614","4,348","2,120","6,222","4,646","2,852","3,110","4,978","6,960","2,995",384,"45,052","4,927","6,956","4,037","5,405","4,976","3,456","3,831","2,287","1,192","5,037","2,948","42,977","3,997","2,792","4,798","7,517","3,751","3,841","6,414","3,144","6,723"
2021,1,30,"143,262","68,185","1,532","3,991","7,646","2,552","1,290","2,762","4,460","4,787","3,290","4,123","1,828","4,260","4,319","2,289","2,726","4,855","5,111","6,096",268,"38,658","4,140","5,556","2,911","4,718","4,562","3,377","2,295","1,570","1,741","4,854","2,934","36,419","3,236","1,939","3,531","7,056","3,304","3,295","5,349","2,932","5,777"
2021,1,40,"182,175","78,812","2,153","4,288","8,442","3,485","1,744","2,191","3,799","3,700","5,299","5,746","2,248","5,871","6,204","2,741","3,512","4,986","7,450","4,654",299,"51,295","7,270","7,404","3,629","6,765","5,021","3,740","4,194","2,978","1,997","4,821","3,476","52,068","4,315","2,561","7,166","9,210","4,678","4,868","5,717","3,751","9,802"
2021,1,50,"194,901","82,908","3,181","3,310","6,456","4,224","2,126","1,639","3,301","2,692","5,091","6,940","3,162","7,556","5,797","4,025","4,278","5,985","9,308","3,370",467,"55,985","6,457","9,203","4,487","7,003","5,733","3,874","4,808","3,123","1,901","4,812","4,584","56,008","5,260","4,189","6,566","9,534","5,013","5,194","6,809","4,003","9,440"
2021,1,60,"122,721","57,521","2,352","2,804","4,740","2,976","1,616","1,080","2,744","2,122","4,069","5,839","2,326","4,169","3,129","2,983","2,819","3,443","5,235","2,617",458,"33,195","3,104","5,750","3,004","4,212","3,392","2,338","2,590","1,579","1,186","2,539","3,501","32,005","3,329","2,766","3,172","4,658","3,112","3,273","3,959","2,342","5,394"
2021,1,70,"62,076","30,512","1,253","1,333","2,517","1,573",951,519,"1,544","1,058","2,466","3,111","1,190","2,545","1,735","1,423","1,373","1,839","2,628","1,197",257,"15,670","1,391","2,752","1,451","2,061","1,490","1,156","1,162",846,453,"1,252","1,656","15,894","1,818","1,235","1,354","2,325","1,726","1,952","1,877","1,116","2,491"
2021,1,80,"33,285","15,119",615,539,"1,040",810,549,231,648,404,"1,083","1,399",570,"1,516","1,044",745,745,"1,027","1,504",530,120,"8,834",673,"1,607",749,"1,063",781,679,724,689,162,841,866,"9,332",909,695,840,"1,396","1,259","1,457",962,596,"1,218"
2021,1,90,"4,894","2,100",78,77,136,111,62,41,70,73,136,208,95,184,130,107,94,136,235,112,15,"1,426",111,282,113,162,107,100,121,107,34,107,182,"1,368",131,101,146,216,171,208,137,74,184
2021,1,100,342,218,8,4,6,10,4,21,14,13,15,42,12,16,5,6,6,9,4,17,6,64,6,15,5,4,5,5,9,3,3,4,5,60,10,5,5,4,8,9,8,3,8
2021,2,총,"1,082,420","479,395","15,038","23,580","45,721","21,845","11,482","13,397","23,590","21,554","30,308","36,722","15,653","37,993","33,316","19,117","22,051","32,292","45,947","27,307","2,482","300,850","36,784","47,298","23,721","39,035","30,788","20,993","24,352","16,612","11,145","26,952","23,170","302,175","27,617","18,678","35,970","51,968","28,135","29,363","36,585","21,913","51,946"
2021,2,0,"81,729","38,506",566,"3,051","5,370","1,275",624,"2,022","2,379","2,595","2,172","2,117",892,"1,955","2,587",712,"1,333","2,231","2,682","3,860",83,"20,836","3,671","3,396","1,243","3,146","2,001",891,"1,408","1,221","1,389","1,080","1,390","22,387","1,971",909,"2,620","4,542","1,843","2,006","2,286","1,656","4,554"
2021,2,10,"104,562","41,399","1,173","1,968","4,021","1,821","1,058",966,"1,521","1,559","3,112","2,830","1,209","3,659","3,734","1,222","2,048","2,792","4,845","1,733",128,"29,528","4,855","4,455","2,094","4,478","2,729","1,341","3,276","2,229",961,"1,588","1,522","33,635","2,659","1,486","5,804","5,539","3,233","3,229","3,054","2,278","6,353"
2021,2,20,"150,484","62,774","2,119","2,251","5,101","3,019","1,466","1,556","2,773","2,375","3,604","4,355","2,110","6,203","4,632","2,852","3,095","4,959","6,929","2,999",376,"44,948","4,945","6,900","4,016","5,398","4,954","3,462","3,790","2,263","1,207","5,048","2,965","42,762","3,992","2,756","4,785","7,447","3,753","3,816","6,374","3,137","6,702"
2021,2,30,"143,359","68,373","1,532","3,959","7,668","2,530","1,276","2,902","4,533","4,841","3,265","4,101","1,820","4,278","4,293","2,298","2,716","4,864","5,121","6,107",269,"38,672","4,172","5,528","2,922","4,702","4,515","3,375","2,296","1,584","1,785","4,846","2,947","36,314","3,200","1,938","3,505","7,029","3,303","3,301","5,367","2,919","5,752"
2021,2,40,"182,012","78,942","2,137","4,265","8,508","3,464","1,730","2,329","3,943","3,765","5,264","5,740","2,240","5,815","6,161","2,706","3,506","4,966","7,397","4,703",303,"51,193","7,288","7,367","3,600","6,727","5,038","3,746","4,176","2,948","2,026","4,789","3,488","51,877","4,288","2,572","7,119","9,180","4,653","4,854","5,681","3,746","9,784"
2021,2,50,"195,429","83,182","3,183","3,320","6,544","4,219","2,115","1,684","3,352","2,711","5,100","6,958","3,161","7,558","5,832","4,030","4,278","5,950","9,319","3,402",466,"56,114","6,497","9,202","4,503","7,040","5,725","3,881","4,771","3,131","1,935","4,824","4,605","56,133","5,257","4,170","6,586","9,559","5,034","5,215","6,834","4,022","9,456"
2021,2,60,"123,886","58,058","2,374","2,812","4,776","3,008","1,636","1,108","2,767","2,147","4,098","5,850","2,349","4,244","3,156","3,008","2,845","3,504","5,275","2,643",458,"33,519","3,160","5,804","3,029","4,247","3,430","2,353","2,621","1,585","1,184","2,572","3,534","32,309","3,371","2,803","3,192","4,703","3,148","3,306","4,005","2,353","5,428"
2021,2,70,"62,126","30,548","1,242","1,327","2,535","1,571",953,530,"1,576","1,066","2,456","3,117","1,180","2,545","1,728","1,426","1,380","1,841","2,621","1,197",257,"15,657","1,394","2,746","1,444","2,059","1,487","1,156","1,168",843,453,"1,253","1,654","15,921","1,813","1,244","1,362","2,337","1,723","1,956","1,869","1,122","2,495"
2021,2,80,"33,553","15,270",623,547,"1,053",813,559,239,658,408,"1,084","1,405",584,"1,538","1,054",746,747,"1,042","1,518",532,120,"8,886",684,"1,600",756,"1,071",798,682,714,700,166,843,872,"9,397",923,697,843,"1,409","1,268","1,461",968,601,"1,227"
2021,2,90,"4,938","2,126",80,77,139,115,61,43,74,74,137,206,96,182,134,111,96,135,236,114,16,"1,432",112,284,109,164,106,101,123,105,36,104,188,"1,380",133,98,149,219,169,210,139,76,187
2021,2,100,342,217,9,3,6,10,4,18,14,13,16,43,12,16,5,6,7,8,4,17,6,65,6,16,5,3,5,5,9,3,3,5,5,60,10,5,5,4,8,9,8,3,8
2021,3,총,"1,080,845","479,323","14,935","23,580","46,291","21,844","11,417","13,343","23,850","21,719","30,162","36,647","15,584","37,897","33,223","19,078","21,974","32,177","45,803","27,342","2,457","300,350","36,822","47,080","23,588","38,987","30,774","20,910","24,226","16,549","11,262","26,966","23,186","301,172","27,446","18,603","35,790","51,879","28,086","29,235","36,482","21,867","51,784"
2021,3,0,"81,455","38,523",555,"3,045","5,408","1,277",617,"2,037","2,403","2,626","2,148","2,103",894,"1,943","2,578",711,"1,326","2,220","2,648","3,899",85,"20,712","3,644","3,363","1,230","3,125","2,002",886,"1,407","1,216","1,376","1,078","1,385","22,220","1,948",901,"2,601","4,518","1,822","1,979","2,281","1,663","4,507"
2021,3,10,"103,975","41,307","1,153","2,001","4,055","1,820","1,032",979,"1,548","1,583","3,100","2,819","1,195","3,616","3,699","1,211","2,043","2,771","4,805","1,750",127,"29,329","4,858","4,426","2,075","4,461","2,698","1,317","3,246","2,195",969,"1,562","1,522","33,339","2,639","1,470","5,741","5,517","3,194","3,207","3,012","2,263","6,296"
2021,3,20,"150,167","62,755","2,102","2,230","5,157","2,998","1,475","1,552","2,798","2,404","3,579","4,335","2,117","6,187","4,635","2,845","3,079","4,913","6,943","2,999",407,"44,905","4,985","6,847","3,997","5,374","4,935","3,464","3,752","2,262","1,241","5,077","2,971","42,507","3,960","2,733","4,741","7,384","3,784","3,792","6,345","3,094","6,674"
2021,3,30,"143,290","68,428","1,531","3,947","7,815","2,531","1,260","2,901","4,587","4,862","3,231","4,090","1,827","4,280","4,281","2,286","2,692","4,874","5,075","6,094",264,"38,654","4,155","5,485","2,912","4,699","4,543","3,351","2,291","1,577","1,830","4,828","2,983","36,208","3,180","1,930","3,515","7,049","3,293","3,292","5,328","2,906","5,715"
2021,3,40,"181,155","78,762","2,106","4,283","8,594","3,431","1,708","2,338","3,999","3,819","5,209","5,710","2,204","5,757","6,113","2,695","3,483","4,919","7,333","4,769",292,"50,948","7,264","7,327","3,566","6,712","5,008","3,696","4,141","2,932","2,046","4,772","3,484","51,445","4,251","2,528","7,062","9,133","4,619","4,792","5,616","3,738","9,706"
2021,3,50,"195,166","83,160","3,163","3,299","6,643","4,240","2,110","1,668","3,421","2,718","5,097","6,948","3,150","7,553","5,820","4,010","4,265","5,927","9,292","3,378",458,"55,949","6,532","9,152","4,480","7,009","5,711","3,876","4,725","3,110","1,940","4,847","4,567","56,057","5,220","4,167","6,549","9,529","5,030","5,213","6,841","4,028","9,480"
2021,3,60,"124,986","58,562","2,398","2,819","4,871","3,024","1,643","1,112","2,799","2,171","4,116","5,901","2,370","4,293","3,186","3,035","2,857","3,535","5,336","2,653",443,"33,828","3,176","5,841","3,031","4,321","3,469","2,376","2,656","1,615","1,195","2,579","3,569","32,596","3,371","2,819","3,216","4,778","3,179","3,313","4,083","2,376","5,461"
2021,3,70,"61,861","30,350","1,225","1,332","2,548","1,585",942,491,"1,568","1,050","2,449","3,109","1,155","2,530","1,709","1,421","1,365","1,827","2,615","1,176",253,"15,621","1,402","2,737","1,437","2,037","1,493","1,156","1,157",838,458,"1,263","1,643","15,890","1,810","1,248","1,365","2,334","1,708","1,965","1,843","1,116","2,501"
2021,3,80,"33,687","15,304",616,548,"1,062",812,564,227,656,411,"1,087","1,422",580,"1,545","1,066",747,760,"1,051","1,520",520,110,"8,926",692,"1,614",748,"1,076",810,683,721,697,170,843,872,"9,457",935,700,841,"1,417","1,277","1,458",980,601,"1,248"
2021,3,90,"4,917","2,078",82,76,134,116,62,30,68,72,140,201,91,181,133,114,99,133,234,98,14,"1,433",109,281,109,171,100,100,125,105,36,111,186,"1,406",126,103,154,218,172,218,145,79,191
2021,3,100,186,94,4,0,4,10,4,8,3,3,6,9,1,12,3,3,5,7,2,6,4,45,5,7,3,2,5,5,5,2,1,6,4,47,6,4,5,2,8,6,8,3,5
2021,4,총,"1,080,736","479,828","14,866","23,557","46,863","21,838","11,385","13,375","24,028","21,918","30,071","36,710","15,578","37,869","33,154","18,995","21,922","32,108","45,765","27,386","2,440","300,407","36,783","47,036","23,539","39,084","30,739","20,953","24,172","16,496","11,372","26,971","23,262","300,501","27,371","18,543","35,670","51,817","28,083","29,136","36,370","21,791","51,720"
2021,4,0,"81,222","38,448",549,"3,009","5,418","1,277",612,"2,051","2,429","2,642","2,139","2,089",895,"1,938","2,542",704,"1,310","2,212","2,638","3,908",86,"20,696","3,626","3,338","1,238","3,128","2,005",892,"1,398","1,209","1,404","1,071","1,387","22,078","1,927",885,"2,576","4,496","1,811","1,960","2,263","1,660","4,500"
