년도,월,나이,서울특별시 마포구,서울특별시 마포구 아현동,서울특별시 마포구 공덕동,서울특별시 마포구 도화동,서울특별시 마포구 용강동,서울특별시 마포구 대흥동,서울특별시 마포구 염리동,서울특별시 마포구 신수동,서울특별시 마포구 서강동,서울특별시 마포구 서교동,서울특별시 마포구 합정동,서울특별시 마포구 망원제1동,서울특별시 마포구 망원제2동,서울특별시 마포구 연남동,서울특별시 마포구 성산제1동,서울특별시 마포구 성산제2동,서울특별시 마포구 상암동
2021,9,20,"27,744","1,350","2,664","1,383","1,025","1,631","1,154","1,740","2,327","2,718","1,452","1,548","1,281","1,477","1,463","2,619","1,912"
2021,9,30,"30,138","2,243","3,109","1,717","1,698","1,223","1,263","1,719","1,978","2,511","1,720","1,848","1,355","1,503","1,581","2,945","1,725"
2021,9,40,"29,181","2,157","2,621","1,511","2,053","1,019","1,541","1,777","1,872","1,780","1,257","1,541","1,567","1,129","1,556","2,995","2,805"
2021,9,50,"26,934","1,855","3,097","1,634","1,553","1,061","1,248","1,801","1,773","1,483","1,113","1,444","1,360",937,"1,364","2,835","2,376"
2021,9,60,"19,060","1,348","2,221","1,310","1,056",722,732,"1,197","1,245","1,040",898,"1,113",986,771,"1,016","1,987","1,418"
2021,9,70,"9,915",493,"1,036",680,547,356,349,604,584,637,514,651,617,420,548,"1,129",750
2021,9,80,"4,394",247,461,317,239,184,200,279,278,313,199,240,239,201,240,443,314
2021,9,90,437,23,41,28,31,17,14,31,31,39,25,24,19,26,14,46,28
2021,9,100,34,2,2,0,0,4,3,2,0,6,0,2,2,2,2,5,2
2021,10,총,"173,985","11,857","17,487","10,149","10,240","7,018","8,065","11,007","11,883","11,453","8,085","9,458","8,756","7,122","8,883","17,908","14,614"
2021,10,0,"12,222","1,344","1,167",772,"1,049",350,749,859,920,397,479,484,577,278,417,"1,163","1,217"
2021,10,10,"14,050",806,"1,098",802,984,445,777,979,857,564,446,624,750,419,692,"1,742","2,065"
2021,10,20,"27,620","1,330","2,673","1,377","1,020","1,624","1,149","1,744","2,339","2,693","1,440","1,532","1,278","1,455","1,454","2,620","1,892"
2021,10,30,"30,097","2,247","3,091","1,722","1,695","1,227","1,269","1,721","1,969","2,523","1,719","1,839","1,366","1,493","1,570","2,938","1,708"
2021,10,40,"29,110","2,153","2,620","1,501","2,060","1,010","1,560","1,778","1,872","1,771","1,251","1,510","1,561","1,122","1,555","2,984","2,802"
2021,10,50,"26,972","1,857","3,076","1,630","1,554","1,070","1,254","1,804","1,779","1,478","1,118","1,444","1,372",934,"1,362","2,843","2,397"
2021,10,60,"19,127","1,354","2,212","1,324","1,066",727,739,"1,210","1,248","1,040",901,"1,114",981,774,"1,020","1,988","1,429"
2021,10,70,"9,896",489,"1,043",672,543,364,349,599,589,627,505,643,611,417,555,"1,135",755
2021,10,80,"4,417",250,466,319,238,181,201,282,279,316,200,243,239,201,242,443,317
2021,10,90,443,25,39,30,31,18,15,29,31,39,26,23,19,27,14,47,30
2021,10,100,31,2,2,0,0,2,3,2,0,5,0,2,2,2,2,5,2
2021,11,총,"173,725","11,843","17,484","10,136","10,227","7,033","8,089","11,006","11,862","11,387","8,039","9,408","8,741","7,085","8,903","17,875","14,607"
2021,11,0,"12,175","1,349","1,165",771,"1,044",349,750,853,918,391,470,480,578,271,424,"1,156","1,206"
2021,11,10,"14,013",809,"1,105",793,985,448,782,995,842,553,440,622,745,413,691,"1,717","2,073"
2021,11,20,"27,539","1,322","2,648","1,376","1,012","1,626","1,156","1,737","2,335","2,670","1,431","1,527","1,268","1,450","1,455","2,637","1,889"
2021,11,30,"30,019","2,223","3,081","1,727","1,689","1,225","1,279","1,697","1,967","2,519","1,703","1,826","1,359","1,498","1,585","2,950","1,691"
2021,11,40,"29,063","2,158","2,639","1,493","2,047","1,010","1,561","1,790","1,869","1,756","1,246","1,501","1,563","1,109","1,546","2,974","2,801"
2021,11,50,"26,986","1,858","3,061","1,626","1,571","1,077","1,255","1,811","1,783","1,476","1,112","1,443","1,374",934,"1,364","2,840","2,401"
2021,11,60,"19,172","1,356","2,224","1,324","1,073",732,737,"1,216","1,252","1,039",909,"1,104",979,767,"1,026","1,987","1,447"
2021,11,70,"9,868",492,"1,041",678,538,362,352,590,584,627,500,643,614,418,557,"1,118",754
2021,11,80,"4,426",250,479,318,238,184,200,285,280,312,202,239,239,198,240,445,317
2021,11,90,441,24,39,30,30,18,16,30,32,41,26,22,20,27,14,46,26
2021,11,100,23,2,2,0,0,2,1,2,0,3,0,1,2,0,1,5,2
2021,12,총,"173,504","11,832","17,460","10,091","10,236","7,023","8,093","10,954","11,863","11,383","8,022","9,378","8,725","7,052","8,912","17,886","14,594"
2021,12,0,"12,103","1,339","1,159",764,"1,057",348,747,845,920,387,454,481,571,268,412,"1,148","1,203"
2021,12,10,"13,957",811,"1,098",794,987,444,782,992,831,555,439,615,744,406,694,"1,702","2,063"
2021,12,20,"27,427","1,315","2,646","1,363","1,008","1,610","1,139","1,717","2,330","2,646","1,439","1,512","1,265","1,436","1,462","2,634","1,905"
2021,12,30,"30,045","2,197","3,090","1,716","1,683","1,240","1,287","1,694","1,990","2,535","1,708","1,828","1,345","1,503","1,586","2,971","1,672"
2021,12,40,"29,007","2,171","2,625","1,480","2,052",999,"1,573","1,781","1,863","1,756","1,242","1,493","1,553","1,096","1,550","2,968","2,805"
2021,12,50,"26,963","1,861","3,051","1,621","1,572","1,075","1,251","1,806","1,780","1,487","1,103","1,437","1,392",928,"1,362","2,847","2,390"
2021,12,60,"19,240","1,362","2,233","1,330","1,072",741,746,"1,222","1,249","1,033",909,"1,103",984,773,"1,035","1,994","1,454"
2021,12,70,"9,827",496,"1,036",671,537,359,351,578,583,622,500,646,608,414,554,"1,119",753
2021,12,80,"4,462",253,481,320,237,186,200,286,286,321,201,240,240,202,241,448,320
2021,12,90,452,25,40,32,31,19,16,32,31,38,27,22,21,26,15,50,27
2021,12,100,21,2,1,0,0,2,1,1,0,3,0,1,2,0,1,5,2
