년도,월,나이,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2021,6,100,149,4,6,19,5,13,13,13,3,22,10,9,6,12,8,4,2
2021,7,총,"1,645,794","19,862","51,476","42,907","54,999","171,638","130,335","128,982","140,241","191,773","152,755","112,049","73,100","99,089","83,010","106,013","87,565"
2021,7,0,"115,409",628,"2,876","2,119","2,546","10,441","9,839","8,758","9,657","14,342","9,695","6,424","10,268","7,053","5,202","5,974","9,587"
2021,7,10,"137,894",971,"3,655","2,530","3,681","12,354","12,817","11,705","11,807","19,196","12,759","8,887","6,346","8,351","5,937","7,646","9,252"
2021,7,20,"219,519","2,809","6,498","5,187","6,427","25,324","16,644","18,219","19,601","24,934","20,762","17,550","6,905","12,791","11,630","15,126","9,112"
2021,7,30,"210,113","2,440","5,598","5,497","5,596","24,163","16,146","14,814","17,582","22,413","18,880","12,780","13,853","13,132","11,766","13,269","12,184"
2021,7,40,"254,695","2,868","7,447","6,213","7,745","25,715","20,907","20,569","19,932","30,820","23,128","15,693","13,955","15,331","12,434","15,147","16,791"
2021,7,50,"270,927","3,441","8,865","7,363","9,691","27,711","20,713","20,664","24,976","33,062","26,247","18,740","8,761","15,842","12,577","19,736","12,538"
2021,7,60,"257,303","3,724","9,009","7,621","10,721","26,756","19,366","19,040","23,482","28,099","25,306","18,462","8,470","15,202","12,859","18,854","10,332"
2021,7,70,"133,057","2,140","5,346","4,577","6,317","13,993","10,350","11,163","10,060","13,705","12,180","9,895","3,499","8,345","7,657","8,057","5,773"
2021,7,80,"43,573",759,"2,042","1,644","2,133","4,870","3,304","3,797","2,930","4,788","3,537","3,342",959,"2,835","2,701","2,087","1,845"
2021,7,90,"3,154",78,134,137,137,298,235,240,211,392,251,267,78,195,239,113,149
2021,7,100,150,4,6,19,5,13,14,13,3,22,10,9,6,12,8,4,2
2021,8,총,"1,644,378","19,862","51,308","42,817","54,888","171,257","130,155","128,710","140,302","191,483","152,766","112,060","73,380","99,010","83,040","105,794","87,546"
2021,8,0,"114,820",624,"2,843","2,119","2,528","10,371","9,760","8,671","9,612","14,265","9,655","6,392","10,297","7,022","5,184","5,948","9,529"
2021,8,10,"137,684",959,"3,651","2,535","3,661","12,298","12,807","11,651","11,812","19,145","12,750","8,879","6,398","8,328","5,928","7,618","9,264"
2021,8,20,"218,711","2,831","6,457","5,148","6,403","25,175","16,587","18,197","19,491","24,768","20,743","17,511","6,931","12,745","11,655","15,019","9,050"
2021,8,30,"209,593","2,449","5,523","5,484","5,583","24,163","16,052","14,720","17,630","22,360","18,820","12,801","13,818","13,067","11,759","13,207","12,157"
2021,8,40,"254,352","2,861","7,425","6,196","7,716","25,611","20,863","20,521","19,917","30,764","23,081","15,694","14,043","15,359","12,401","15,102","16,798"
2021,8,50,"270,752","3,441","8,868","7,337","9,651","27,650","20,724","20,655","24,971","33,043","26,235","18,698","8,810","15,822","12,590","19,682","12,575"
2021,8,60,"257,879","3,717","9,017","7,620","10,718","26,787","19,403","19,036","23,599","28,159","25,385","18,512","8,512","15,251","12,883","18,919","10,361"
2021,8,70,"133,407","2,134","5,336","4,578","6,340","13,991","10,371","11,185","10,111","13,738","12,261","9,920","3,527","8,362","7,677","8,074","5,802"
2021,8,80,"43,847",765,"2,047","1,646","2,139","4,897","3,338","3,819","2,943","4,825","3,574","3,376",957,"2,843","2,715","2,107","1,856"
2021,8,90,"3,186",78,135,135,144,302,236,241,213,394,252,268,81,199,241,114,153
2021,8,100,147,3,6,19,5,12,14,14,3,22,10,9,6,12,7,4,1
2021,9,총,"1,643,690","19,863","51,212","42,854","54,786","171,079","130,024","128,663","140,255","191,304","152,726","112,095","73,623","99,000","83,017","105,690","87,499"
2021,9,0,"114,306",621,"2,825","2,119","2,525","10,331","9,732","8,605","9,579","14,184","9,594","6,348","10,300","6,994","5,151","5,920","9,478"
2021,9,10,"137,532",948,"3,647","2,516","3,629","12,288","12,786","11,650","11,781","19,125","12,738","8,889","6,451","8,333","5,915","7,557","9,279"
2021,9,20,"218,348","2,833","6,439","5,163","6,397","25,081","16,515","18,288","19,416","24,721","20,731","17,520","6,939","12,707","11,588","14,987","9,023"
2021,9,30,"209,255","2,464","5,473","5,474","5,561","24,144","16,010","14,671","17,628","22,294","18,771","12,846","13,811","13,041","11,766","13,209","12,092"
2021,9,40,"254,028","2,837","7,405","6,241","7,678","25,517","20,834","20,442","19,874","30,733","23,062","15,635","14,141","15,391","12,396","15,061","16,781"
2021,9,50,"270,698","3,451","8,846","7,330","9,626","27,650","20,722","20,629","24,949","33,021","26,226","18,715","8,847","15,811","12,605","19,630","12,640"
2021,9,60,"258,263","3,729","9,045","7,595","10,728","26,788","19,410","19,081","23,706","28,179","25,442","18,528","8,536","15,255","12,909","18,965","10,367"
2021,9,70,"133,743","2,129","5,340","4,601","6,342","14,030","10,404","11,188","10,131","13,786","12,280","9,940","3,542","8,394","7,712","8,104","5,820"
2021,9,80,"44,150",770,"2,052","1,660","2,152","4,928","3,353","3,846","2,981","4,837","3,623","3,393",965,"2,861","2,728","2,138","1,863"
2021,9,90,"3,221",78,134,136,143,310,244,249,207,402,249,272,85,202,240,115,155
2021,9,100,146,3,6,19,5,12,14,14,3,22,10,9,6,11,7,4,1
2021,10,총,"1,642,368","19,838","51,084","42,908","54,707","170,785","129,758","128,616","140,183","191,154","152,569","111,981","73,811","98,989","82,913","105,543","87,529"
2021,10,0,"113,771",610,"2,806","2,132","2,498","10,270","9,678","8,566","9,557","14,103","9,536","6,293","10,311","6,972","5,131","5,883","9,425"
2021,10,10,"137,336",947,"3,629","2,498","3,616","12,251","12,783","11,645","11,728","19,086","12,701","8,913","6,482","8,317","5,911","7,523","9,306"
2021,10,20,"217,496","2,846","6,390","5,173","6,374","24,952","16,406","18,206","19,317","24,690","20,664","17,446","6,915","12,650","11,547","14,921","8,999"
2021,10,30,"208,912","2,441","5,454","5,458","5,549","24,105","15,983","14,693","17,636","22,240","18,735","12,817","13,776","13,053","11,752","13,178","12,042"
2021,10,40,"253,605","2,834","7,369","6,244","7,667","25,449","20,770","20,406","19,879","30,620","23,022","15,577","14,235","15,369","12,353","15,035","16,776"
2021,10,50,"270,760","3,438","8,828","7,355","9,635","27,629","20,714","20,657","24,873","33,058","26,189","18,723","8,890","15,832","12,637","19,563","12,739"
2021,10,60,"258,529","3,739","9,041","7,595","10,696","26,794","19,360","19,113","23,806","28,208","25,505","18,548","8,563","15,295","12,867","19,040","10,359"
2021,10,70,"134,136","2,129","5,371","4,612","6,364","14,063","10,416","11,210","10,167","13,853","12,322","9,953","3,577","8,412","7,719","8,134","5,834"
2021,10,80,"44,446",773,"2,057","1,684","2,161","4,947","3,388","3,853","3,009","4,873","3,633","3,431",965,"2,885","2,750","2,149","1,888"
2021,10,90,"3,243",79,134,138,142,313,247,253,208,403,252,273,91,198,239,114,159
2021,10,100,134,2,5,19,5,12,13,14,3,20,10,7,6,6,7,3,2
2021,11,총,"1,640,867","19,777","50,990","42,946","54,612","170,491","129,568","128,411","140,023","190,933","152,471","111,882","73,971","99,042","82,790","105,299","87,661"
2021,11,0,"113,243",596,"2,801","2,125","2,490","10,243","9,663","8,527","9,496","14,029","9,508","6,265","10,269","6,936","5,097","5,820","9,378"
2021,11,10,"137,268",939,"3,622","2,499","3,608","12,230","12,777","11,625","11,716","19,047","12,684","8,917","6,534","8,317","5,911","7,505","9,337"
2021,11,20,"216,458","2,838","6,381","5,154","6,329","24,756","16,291","18,142","19,164","24,585","20,575","17,411","6,908","12,610","11,472","14,823","9,019"
2021,11,30,"208,566","2,426","5,427","5,487","5,564","24,057","15,935","14,647","17,638","22,219","18,699","12,770","13,712","13,061","11,747","13,163","12,014"
2021,11,40,"253,458","2,808","7,348","6,263","7,620","25,434","20,742","20,336","19,862","30,567","22,985","15,562","14,360","15,408","12,341","15,016","16,806"
2021,11,50,"270,587","3,429","8,835","7,364","9,631","27,567","20,679","20,676","24,822","33,061","26,176","18,710","8,918","15,818","12,622","19,479","12,800"
2021,11,60,"258,855","3,759","9,019","7,604","10,684","26,806","19,387","19,128","23,896","28,237","25,558","18,557","8,605","15,345","12,844","19,049","10,377"
2021,11,70,"134,376","2,133","5,356","4,608","6,367","14,118","10,437","11,191","10,172","13,863","12,371","9,977","3,588","8,429","7,739","8,161","5,866"
2021,11,80,"44,710",769,"2,064","1,689","2,171","4,952","3,399","3,879","3,045","4,913","3,658","3,439",980,"2,913","2,767","2,173","1,899"
2021,11,90,"3,255",79,132,140,144,325,250,254,210,400,250,269,91,199,241,108,163
2021,11,100,91,1,5,13,4,3,8,6,2,12,7,5,6,6,9,2,2
2021,12,총,"1,639,044","19,755","50,853","42,877","54,471","170,181","129,681","127,955","139,795","190,624","152,197","111,513","74,047","99,761","82,609","105,034","87,691"
2021,12,0,"112,744",590,"2,773","2,106","2,482","10,192","9,688","8,466","9,420","13,979","9,456","6,205","10,224","7,045","5,039","5,771","9,308"
2021,12,10,"137,079",937,"3,623","2,494","3,576","12,174","12,748","11,605","11,687","19,015","12,649","8,876","6,589","8,352","5,920","7,483","9,351"
2021,12,20,"215,370","2,836","6,301","5,156","6,285","24,653","16,241","17,963","19,066","24,443","20,497","17,291","6,857","12,631","11,423","14,717","9,010"
2021,12,30,"207,947","2,411","5,424","5,476","5,538","24,003","15,926","14,503","17,618","22,146","18,564","12,685","13,637","13,228","11,711","13,115","11,962"
2021,12,40,"253,509","2,808","7,323","6,242","7,616","25,405","20,819","20,282","19,832","30,527","22,955","15,550","14,461","15,562","12,308","14,973","16,846"
2021,12,50,"270,303","3,417","8,809","7,370","9,594","27,521","20,704","20,677","24,734","32,997","26,129","18,643","8,978","15,861","12,605","19,433","12,831"
2021,12,60,"258,914","3,770","9,021","7,572","10,680","26,771","19,392","19,089","23,932","28,243","25,583","18,522","8,596","15,459","12,834","19,041","10,409"
2021,12,70,"134,692","2,129","5,356","4,625","6,367","14,130","10,472","11,187","10,211","13,911","12,422","10,001","3,619","8,479","7,725","8,176","5,882"
2021,12,80,"45,094",777,"2,085","1,690","2,186","4,986","3,432","3,917","3,085","4,939","3,678","3,468",990,"2,938","2,791","2,211","1,921"
2021,12,90,"3,330",80,133,143,145,343,255,261,208,410,260,270,94,201,246,112,169
2021,12,100,62,0,5,3,2,3,4,5,2,14,4,2,2,5,7,2,2
