지역명,2017-04-01 09:00:52,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
평택시,82.138,82.138,82.131,82.084,81.837,81.666,81.527,81.324,81.176,81.089,81.026,80.6,80.081,79.636,79.382,78.522,78.272,77.133,76.459,75.952,75.208,75.041,74.53,73.839,73.46,73.211,72.679,72.284,71.859,71.662,71.529,71.384,71.353,71.333,71.333,71.504,71.557,71.633,72.257,72.504,72.513,72.515,72.51,72.682,72.799,73.032,73.675,74.257,75.716,77.383,80.426,83.881,88.106,92.211,95.319,97.836,99.45,100,100.374,100.758,101.675
동두천시,73.747,73.807,73.807,73.818,73.9,73.9,73.9,73.953,73.953,73.953,73.887,73.851,73.83,73.792,73.775,73.659,73.59,73.585,73.31,73.31,73.31,73.31,73.289,73.289,73.162,73.068,73.068,72.696,72.609,72.609,72.584,72.512,72.411,72.375,72.387,72.39,72.403,72.394,72.369,72.358,72.358,72.292,72.276,72.207,71.803,72.057,74.626,76.361,79.611,82.604,86.581,89.55,93.023,97.96,98.924,99.874,99.995,100,99.978,100.234,100.409
안산시,71.218,71.225,71.253,71.308,71.444,71.49,71.461,71.415,71.371,71.275,71.221,71.104,70.969,70.872,70.62,70.179,69.962,69.863,69.543,69.274,68.909,68.805,68.745,68.449,68.226,68.049,67.863,67.861,67.622,67.579,67.583,67.476,67.486,67.586,68.16,69.509,70.156,70.718,71.658,72.465,72.681,73.093,73.328,73.756,74.16,75.057,76.126,79.02,81.916,85.026,87.978,90.117,92.571,95.085,96.733,98.969,99.821,100,100.182,100.474,101.279
상록구,72.11,72.041,72.048,72.097,72.151,72.262,72.228,72.192,72.134,71.988,71.898,71.781,71.663,71.548,71.267,70.999,70.711,70.551,70.1,69.813,69.323,69.323,69.272,69.144,69.001,68.869,68.691,68.686,68.499,68.499,68.496,68.447,68.434,68.465,68.945,69.785,70.517,71.123,72.064,73.077,73.425,73.893,74.044,74.62,75.149,75.679,77.005,80,82.403,85.496,87.945,89.546,92.165,94.384,96.81,99.177,99.825,100,100.06,100.59,101.725
단원구,70.538,70.604,70.649,70.707,70.906,70.902,70.878,70.824,70.79,70.733,70.707,70.589,70.442,70.359,70.129,69.554,69.392,69.34,69.121,68.865,68.596,68.414,68.347,67.925,67.642,67.43,67.24,67.24,66.961,66.885,66.894,66.743,66.771,66.923,67.569,69.301,69.884,70.412,71.352,72.002,72.12,72.49,72.788,73.104,73.415,74.587,75.464,78.281,81.548,84.671,88.003,90.548,92.877,95.614,96.675,98.812,99.819,100,100.274,100.386,100.943
고양시,64.219,64.217,64.356,64.542,64.712,64.862,64.947,65.002,65.048,65.068,65.059,65.069,65.131,65.192,65.217,65.208,65.181,65.466,66.08,66.443,66.543,66.541,66.541,66.519,66.355,66.323,66.258,66.01,65.982,65.953,65.897,65.881,65.969,66.115,66.389,66.967,67.087,67.085,67.401,68.414,69.262,70.153,70.951,72.902,75.545,79.191,83.586,87.315,88.91,89.957,91.696,93.123,94.87,96.813,97.791,99.395,99.865,100,100.039,100.081,100.176
덕양구,58.072,58.072,58.185,58.337,58.455,58.64,58.706,58.775,58.823,58.821,58.802,58.816,58.94,59.079,59.142,59.247,59.255,59.822,60.887,61.675,61.941,61.941,61.957,62.034,61.988,61.969,61.999,61.974,61.96,61.952,61.959,61.963,62.025,62.149,62.458,63.514,63.734,63.877,64.547,65.954,67.135,68.284,69.213,71.362,73.074,76.182,81.59,86.906,88.465,89.722,91.7,93.09,95.11,96.697,97.839,99.398,99.857,100,100.01,99.939,99.722
일산동구,67.949,67.971,68.152,68.316,68.623,68.702,68.773,68.815,68.898,68.902,68.902,68.883,68.883,68.875,68.774,68.682,68.682,68.857,69.008,68.979,68.903,68.885,68.877,68.783,68.568,68.484,68.334,68.108,68.086,68.041,68.013,68.021,68.067,68.195,68.409,68.55,68.56,68.611,68.761,69.194,69.53,70.081,70.953,73.24,76.136,80.012,84.933,88.448,90.284,91.372,93.333,94.585,95.775,97.953,98.623,99.54,99.823,100,100.13,100.222,100.428
일산서구,69.79,69.767,69.914,70.157,70.306,70.455,70.576,70.62,70.636,70.698,70.698,70.722,70.74,70.74,70.798,70.689,70.594,70.559,70.859,70.899,70.889,70.895,70.881,70.782,70.498,70.486,70.362,69.8,69.747,69.704,69.541,69.482,69.635,69.826,70.098,70.37,70.436,70.201,70.175,71.096,71.887,72.691,73.257,74.693,78.385,82.575,85.228,87.008,88.471,89.208,90.464,92.072,93.874,96.113,97.104,99.285,99.909,100,100.01,100.163,100.592
과천시,71.514,71.599,72.295,73.105,73.51,73.305,73.305,73.305,73.305,74.026,74.813,75.019,75.123,75.186,75.312,75.308,76.146,79.237,79.763,79.837,79.813,79.813,79.721,79.687,79.319,79.162,79.237,79.772,80.287,80.858,81.075,81.539,82.735,83.541,83.836,83.809,83.706,83.541,83.486,83.923,84.689,85.307,85.666,85.665,85.674,87.002,90.191,90.537,91.246,91.854,93.055,94.005,95.73,96.752,97.435,99.122,99.813,100,100.069,100.033,100.033
구리시,63.818,63.86,64.469,65.012,65.346,65.561,65.669,65.802,65.883,65.999,66.036,66.185,66.405,66.777,66.958,67.313,67.653,68.976,70.221,70.658,70.983,70.983,71.153,71.286,71.554,71.65,71.762,71.973,72.29,72.301,72.352,72.479,72.7,73.235,73.664,74.813,75.286,75.403,75.584,76.89,78.928,80.36,81.275,82.842,83.78,85.005,87.135,88.737,90.394,91.812,92.865,93.855,95.876,97.163,98.47,99.686,100.026,100,99.98,100.0,100.131
남양주시,61.875,61.899,61.921,61.986,62.166,62.276,62.411,62.503,62.566,62.521,62.495,62.493,62.576,62.627,62.686,62.715,62.79,63.046,63.366,63.537,63.685,63.735,63.737,63.762,63.879,63.897,63.911,63.922,64.067,64.156,64.166,64.187,64.252,64.279,64.405,64.901,65.21,65.753,66.941,69.297,70.696,71.724,72.66,74.46,75.679,77.827,80.721,83.137,85.217,86.238,88.742,90.482,93.125,95.475,97.241,99.01,99.666,100,100.096,100.12,100.156
오산시,68.174,68.194,68.193,68.236,68.233,68.201,68.192,68.13,68.095,68.042,67.913,67.876,67.755,67.675,67.663,67.296,67.243,66.557,66.235,65.574,65.381,65.381,65.188,64.524,64.314,64.3,64.166,63.897,63.746,63.499,63.242,63.12,62.894,62.894,62.894,63.384,63.725,63.957,64.136,64.88,65.201,65.356,65.717,66.135,66.695,67.629,69.799,72.78,75.128,76.846,79.043,82.787,88.374,92.845,96.328,98.391,99.577,100,100.041,100.106,100.092
시흥시,66.36,66.449,66.738,66.927,67.079,67.32,67.36,67.36,67.374,67.326,67.301,67.271,67.176,67.125,67.065,66.859,66.754,66.678,66.61,66.464,66.375,66.35,66.301,66.18,66.066,65.969,65.77,65.751,65.729,65.706,65.704,65.71,65.638,65.68,65.939,66.228,66.593,66.634,67.124,67.462,67.792,68.199,68.571,69.269,69.611,71.346,73.098,75.924,78.917,82.188,86.687,89.334,92.247,95.653,97.221,98.733,99.618,100,100.438,100.389,100.393
군포시,61.885,61.87,61.855,61.886,62.189,62.306,62.439,62.508,62.537,62.597,62.622,62.656,62.677,62.726,62.673,62.594,62.625,64.08,65.088,65.375,65.39,65.4,65.354,65.271,65.211,65.188,65.178,65.157,65.122,65.101,65.061,65.056,65.05,65.263,65.677,68.535,69.473,69.913,70.579,71.785,72.196,72.81,73.136,73.884,74.604,75.323,76.162,78.052,80.138,82.013,85.28,87.91,91.817,95.16,97.759,99.211,99.903,100,99.913,99.74,99.86
의왕시,57.842,57.797,57.89,58.039,58.419,58.535,58.657,58.73,58.834,58.88,58.886,58.973,59.148,59.26,59.394,59.583,59.783,60.876,62.104,62.684,62.767,62.684,62.49,62.351,62.243,62.156,62.1,62.007,61.955,61.989,62.061,62.249,63.049,63.581,64.324,65.692,66.406,66.662,67.137,67.869,68.463,68.996,69.567,70.849,72.665,74.254,76.868,79.606,81.771,83.67,86.673,88.802,91.883,95.382,96.906,99.271,99.863,100,99.972,99.773,99.748
하남시,67.094,67.059,67.062,67.424,67.772,67.864,67.918,68.042,68.111,68.189,68.245,68.481,68.61,68.954,69.231,69.548,70.28,71.834,73.007,73.64,73.902,73.902,74.054,74.164,74.184,74.002,73.943,73.91,73.918,73.958,74.011,74.207,74.551,74.821,75.55,76.802,77.596,77.949,78.623,79.898,81.021,82.569,83.443,84.89,86.071,86.909,90.783,94.182,94.663,95.097,95.821,96.49,97.331,98.091,98.673,99.719,99.916,100,100.21,100.215,100.189
용인시,64.316,64.305,64.307,64.333,64.345,64.371,64.333,64.376,64.379,64.367,64.45,64.72,64.956,65.208,65.355,65.665,65.838,66.914,68.702,69.205,69.273,69.255,69.21,69.135,68.924,68.885,68.768,68.724,68.704,68.738,68.833,68.956,69.208,69.711,70.921,72.684,73.073,73.253,74.047,75.387,76.316,76.96,77.397,78.705,80.345,82.186,85.102,86.793,88.109,88.88,90.613,92.296,94.529,96.746,98.242,99.293,99.831,100,99.998,99.999,100.041
처인구,75.476,75.463,75.467,75.462,75.401,75.281,75.035,74.796,74.624,74.46,74.432,74.389,74.412,74.348,74.147,73.978,73.893,73.83,73.612,73.506,73.456,73.456,73.45,73.381,73.165,73.041,72.761,72.751,72.751,72.751,72.751,72.773,72.773,72.813,72.854,73.158,73.221,73.215,73.362,73.726,73.825,73.928,74.094,74.298,75.588,76.186,77.477,78.939,81.204,82.221,85.484,88.935,92.351,95.373,97.141,99.087,99.627,100,100.22,100.463,100.9
기흥구,64.769,64.767,64.771,64.829,64.904,65.015,65.071,65.145,65.13,65.063,65.063,65.212,65.307,65.466,65.664,66.074,66.352,67.041,68.681,69.336,69.388,69.359,69.261,69.196,68.968,68.955,68.893,68.823,68.774,68.774,68.763,68.872,69.058,69.432,70.177,71.919,72.377,72.73,73.561,74.996,75.822,76.331,76.666,78.039,79.594,81.11,83.84,85.432,86.648,87.694,89.885,91.973,94.31,96.34,98.012,99.11,99.755,100,100.009,100.083,100.091
수지구,61.749,61.731,61.731,61.731,61.696,61.667,61.577,61.641,61.692,61.762,61.945,62.389,62.798,63.196,63.357,63.659,63.778,65.432,67.727,68.194,68.299,68.288,68.288,68.202,68.008,67.961,67.823,67.797,67.802,67.878,68.098,68.256,68.626,69.353,71.267,73.35,73.738,73.782,74.673,76.118,77.321,78.21,78.806,80.274,82.074,84.493,87.928,89.765,90.985,91.431,92.394,93.308,95.195,97.434,98.698,99.519,99.949,100,99.942,99.82,99.814
파주시,73.775,73.775,73.906,74.081,74.521,74.688,74.882,75.106,75.218,75.163,75.163,75.158,75.286,75.337,75.449,75.346,75.372,75.296,75.295,75.283,75.283,75.271,75.22,75.08,74.997,74.82,74.725,74.561,74.554,74.515,74.515,74.506,74.511,74.511,74.517,74.557,74.502,74.384,74.335,74.784,75.175,76.083,76.689,78.683,83.063,84.906,86.155,87.774,88.901,89.82,91.471,93.281,94.332,95.857,96.87,98.4,99.257,100,100.432,100.653,101.116
이천시,85.138,85.081,85.085,85.045,84.99,84.953,84.92,84.921,84.842,84.688,84.688,84.718,84.794,84.671,84.575,84.339,84.169,84.099,83.896,83.893,83.894,83.894,83.8,83.427,83.336,83.271,83.254,83.208,83.14,83.038,82.88,82.716,82.589,82.537,82.478,82.484,82.486,82.498,82.498,82.546,82.658,82.671,82.7,82.599,82.548,82.595,82.963,83.68,84.299,84.836,86.166,87.132,89.174,92.295,94.303,97.96,99.015,100,100.874,102.181,103.842
안성시,74.234,74.234,74.234,74.195,74.148,74.106,74.106,74.106,74.106,74.101,74.101,74.023,73.899,73.827,73.703,73.379,73.282,73.062,72.795,72.532,72.341,72.052,71.674,70.995,70.733,70.642,70.306,70.15,70.114,70.114,70.043,69.856,69.801,69.656,69.812,69.884,70.393,70.54,71.038,71.209,71.254,71.366,71.435,71.473,71.678,72.131,72.824,75.234,76.036,77.564,79.962,83.832,88.818,92.872,96.164,98.406,99.29,100,100.421,101.155,101.694
김포시,66.701,66.695,66.694,66.821,66.962,67.195,67.419,67.794,67.986,68.136,68.187,68.303,68.396,68.314,68.321,68.365,68.387,68.493,68.685,68.971,68.93,68.926,68.929,68.911,68.882,68.782,68.752,68.694,68.677,68.681,68.694,68.707,68.752,68.769,68.877,68.985,69.003,69.038,69.081,69.912,70.516,71.486,72.463,79.397,82.363,84.4,86.489,88.83,90.348,91.026,91.868,92.641,93.888,95.973,97.398,99.206,99.699,100,100.274,100.316,100.512
화성시,67.212,67.191,67.196,67.195,67.256,67.308,67.317,67.319,67.319,67.28,67.282,67.238,67.206,67.123,67.221,67.352,67.435,67.863,68.255,68.297,68.38,68.38,68.359,68.306,68.08,68.041,68.021,67.865,67.703,67.396,67.055,66.842,67.06,67.283,68.14,69.331,69.608,69.675,70.024,70.948,71.456,72.585,73.201,74.522,75.824,77.217,79.072,81.019,82.887,84.416,86.816,89.163,92.747,96.148,98.154,99.416,99.925,100,99.69,99.479,99.219
광주시,73.268,73.246,73.202,73.218,73.227,73.227,73.003,72.885,72.721,72.578,72.578,72.565,72.554,72.544,72.544,72.388,72.158,72.146,72.169,72.199,72.167,72.128,72.118,71.933,71.707,71.551,71.513,71.388,71.255,71.203,71.22,71.124,71.124,71.13,71.135,71.549,71.632,71.692,72.295,73.128,74.048,75.411,76.006,78.083,79.853,80.847,82.509,84.048,85.295,87.18,89.298,91.193,93.637,96.28,97.667,99.052,99.61,100,100.385,100.385,100.415
양주시,76.452,76.335,76.298,76.294,76.214,76.215,76.135,76.135,76.123,76.114,76.115,76.116,76.076,76.076,76.035,75.979,75.965,76.005,76.047,76.065,75.788,75.788,75.788,75.744,75.579,75.459,75.247,75.033,75.019,74.935,74.933,74.904,74.893,74.923,74.983,75.116,75.116,75.023,74.94,75.23,75.303,75.591,75.66,75.954,76.353,77.992,79.674,82.825,84.733,86.412,87.991,89.454,91.2,93.732,95.15,98.313,99.164,100,100.311,100.603,100.882
포천시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.397,100.653,101.592
여주시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.566,100.466,101.089
연천군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.462,100.1,101.442
가평군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.012,100.11,100.379
양평군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.528,100.611,100.685
강원,87.571,87.644,87.722,87.892,88.048,88.131,88.242,88.384,88.44,88.452,88.438,88.439,88.429,88.395,88.378,88.247,88.204,87.986,87.717,87.426,87.229,87.227,86.911,86.457,85.94,85.685,85.323,84.679,84.199,83.912,83.663,83.336,83.155,82.973,82.85,82.739,82.683,82.536,82.464,82.623,82.737,82.96,83.138,83.614,84.144,84.613,85.261,85.783,86.55,87.061,88.386,89.922,91.759,93.98,94.882,97.596,99.092,100,100.618,101.123,102.142
춘천시,91.255,91.353,91.419,91.593,91.84,91.951,92.14,92.353,92.425,92.416,92.368,92.364,92.296,92.261,92.192,91.867,91.789,91.645,91.375,91.044,90.943,90.936,90.534,89.989,89.319,88.875,88.391,87.448,86.606,86.063,85.495,84.91,84.427,84.003,83.946,83.575,83.513,83.504,83.386,83.583,83.932,84.313,84.382,85.02,85.438,86.019,86.51,87.183,88.361,88.955,89.989,91.6,93.57,95.221,96.349,98.454,99.213,100,100.418,100.863,101.585
원주시,90.466,90.527,90.572,90.785,90.842,90.872,90.872,90.977,91.018,91.01,91.01,91.01,91.01,90.951,90.94,90.804,90.804,90.416,90.017,89.646,89.268,89.268,88.931,88.448,87.9,87.744,87.371,86.639,86.228,86.123,86.037,85.789,85.695,85.603,85.356,85.356,85.282,84.953,84.858,84.981,84.878,84.898,84.988,85.324,85.946,86.48,87.152,87.409,87.894,88.251,89.495,90.372,91.413,93.893,94.297,97.589,99.234,100,100.593,100.928,102.106
강릉시,77.022,77.082,77.238,77.322,77.532,77.673,77.878,77.984,78.043,78.127,78.133,78.143,78.205,78.218,78.267,78.435,78.363,78.359,78.335,78.254,78.254,78.254,78.097,77.824,77.582,77.414,77.241,77.184,77.086,76.829,76.729,76.627,76.711,76.707,76.717,76.768,76.757,76.747,76.781,76.951,77.13,77.504,77.997,78.499,79.021,79.212,80.037,80.828,81.534,82.208,84.092,86.73,89.835,92.386,93.88,96.399,98.662,100,100.947,101.848,102.993
동해시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,101.186,101.374,103.326
태백시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.185,100.906,101.835
속초시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.591,101.016,101.434
삼척시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.617,101.291,101.845
홍천군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.609,102.163,103.429
횡성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,102.1,101.353,104.68
영월군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.906,101.068
평창군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.104,100.906,101.067
정선군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,101.797,100.906,101.284
철원군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.462,100.906,102.099
양구군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.968,101.857,102.97
인제군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,101.061,101.061
고성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.906,101.633
양양군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,101.345,101.681,103.439
충북,91.947,91.877,91.704,91.59,91.111,90.833,90.527,90.258,90.103,90.026,89.896,89.683,89.495,89.166,88.89,88.22,87.773,87.505,86.782,85.528,85.092,84.955,84.335,83.821,83.642,83.454,83.113,82.798,82.732,82.605,82.446,82.281,82.231,82.162,82.114,82.105,82.071,82.087,83.274,83.519,83.593,83.558,83.733,84.033,84.743,85.315,85.863,86.384,87.118,88.175,89.158,90.45,92.443,94.659,96.17,98.359,99.396,100,100.263,100.532,101.021
청주시,91.815,91.723,91.503,91.381,90.81,90.497,90.19,89.904,89.74,89.642,89.518,89.312,89.138,88.799,88.527,87.959,87.522,87.291,86.569,85.084,84.629,84.499,83.99,83.55,83.354,83.203,82.826,82.623,82.603,82.499,82.347,82.249,82.197,82.113,82.069,82.123,82.095,82.148,83.727,83.963,84.052,84.001,84.129,84.378,85.041,85.547,86.094,86.638,87.418,88.366,89.152,90.398,92.364,94.699,96.111,98.3,99.363,100,100.275,100.418,100.818
상당구,96.523,96.473,96.361,96.236,95.762,95.371,95.038,94.549,94.197,94.048,93.844,93.559,93.155,92.665,92.224,91.407,91.07,90.506,88.379,86.413,86.054,85.791,85.246,84.963,84.501,84.297,83.829,83.627,83.562,83.562,83.522,83.419,83.402,83.349,83.349,83.443,83.425,83.359,83.61,83.92,84.025,83.883,83.878,84.117,84.083,84.223,84.632,85.013,85.541,87.117,87.651,88.914,90.58,92.823,95.011,98.004,98.922,100,100.254,100.373,100.934
서원구,92.061,91.926,91.658,91.56,90.805,90.426,90.251,89.894,89.73,89.607,89.463,89.102,89.094,88.644,88.325,87.895,87.351,87.14,86.287,84.517,83.689,83.632,82.96,82.275,82.193,82.175,81.962,81.828,81.828,81.687,81.642,81.614,81.454,81.221,81.172,81.12,81.102,81.111,81.937,82.321,82.351,82.351,82.484,82.249,83.056,83.263,83.641,83.99,84.51,84.721,85.219,87.412,90.013,92.53,94.738,97.3,99.159,100,100.173,100.112,100.43
흥덕구,87.433,87.382,87.151,86.958,86.426,86.207,86.028,85.901,85.859,85.78,85.692,85.586,85.449,85.154,85.002,84.37,83.971,83.929,83.822,82.821,82.456,82.376,82.021,81.733,81.564,81.324,80.787,80.509,80.483,80.302,79.995,79.865,79.852,79.84,79.801,80.051,80.05,80.192,82.667,82.86,83.051,83.056,83.341,83.996,85.279,86.199,86.862,87.559,88.51,89.922,91.226,92.123,94.065,96.374,97.215,98.77,99.528,100,100.399,100.843,101.324
청원구,93.889,93.754,93.519,93.485,93.022,92.723,92.033,91.776,91.581,91.538,91.455,91.376,91.124,91.014,90.769,90.347,89.909,89.646,89.403,87.97,87.805,87.623,87.135,86.657,86.506,86.359,86.079,85.895,85.896,85.863,85.697,85.56,85.56,85.542,85.456,85.328,85.241,85.325,87.757,87.797,87.802,87.682,87.687,87.989,88.169,88.786,89.51,90.232,91.328,92.014,92.643,93.134,94.56,96.771,97.281,99.198,99.78,100,100.247,100.237,100.485
충주시,91.322,91.306,91.306,91.285,91.183,91.127,90.808,90.666,90.628,90.609,90.432,90.2,89.914,89.642,89.252,88.543,88.344,87.803,87.041,86.335,85.937,85.68,84.311,83.469,83.296,83.116,82.888,82.23,82.078,81.871,81.823,81.434,81.434,81.408,81.374,81.273,81.238,81.116,81.245,81.566,81.599,81.56,81.91,82.296,83.331,84.435,84.869,85.35,85.975,87.178,88.765,90.119,92.524,94.511,96.639,99.062,99.765,100,100.39,101.09,101.966
제천시,94.048,94.048,93.937,93.731,93.303,92.903,92.635,92.268,91.988,91.962,91.87,91.642,91.517,91.159,91.054,89.671,88.703,88.633,87.97,87.538,87.188,87.188,86.928,86.393,86.329,85.844,85.591,84.983,84.718,84.55,84.159,83.847,83.738,83.715,83.609,83.28,83.21,83.162,83.127,83.318,83.332,83.428,83.682,84.217,84.76,84.989,85.718,86.135,86.697,88.333,89.824,91.357,92.899,94.594,95.871,97.685,99.061,100,99.971,100.494,101.032
보은군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.379,100.379
옥천군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.416,101.15,102.305
영동군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.379,100.379
증평군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.67,140.804,140.975
진천군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.286,100.444,100.646
괴산군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.0,100.379,100.379
